step,physical_time,inner_iterations,inner_residual_ratio,converged,initial_inner_residual,final_inner_residual
1,0.01,182,0.0009840087438,1,0.117129677,0.0001152566263
2,0.02,222,0.0009929702009,1,0.01583934538,1.572799797e-05
3,0.03,190,0.0009968760805,1,0.01196263794,1.192526762e-05
4,0.04,183,0.0009800965796,1,0.0108376699,1.06219632e-05
5,0.05,184,0.0009799811601,1,0.01026858678,1.006302159e-05
6,0.06,186,0.0009821644102,1,0.009916296195,9.739433204e-06
7,0.07,188,0.0009772339587,1,0.00966811968,9.448014868e-06
8,0.08,189,0.0009838576304,1,0.009472718347,9.319806227e-06
9,0.09,189,0.0009979546109,1,0.009308675579,9.289635715e-06
10,0.1,189,0.000995312788,1,0.009161966411,9.119022332e-06
11,0.11,189,0.000978813263,1,0.009019402597,8.828310886e-06
12,0.12,187,0.0009960462213,1,0.008875755009,8.840662238e-06
13,0.13,186,0.000979179631,1,0.008736063176,8.554175117e-06
14,0.14,183,0.0009962807097,1,0.008605293997,8.573288411e-06
15,0.15,181,0.0009824654908,1,0.008482355948,8.333621999e-06
16,0.16,178,0.0009828972739,1,0.008364135257,8.221085743e-06
17,0.17,174,0.0009974184123,1,0.008250039846,8.228741645e-06
18,0.18,171,0.0009851863376,1,0.008141033247,8.020434729e-06
19,0.19,167,0.0009886861237,1,0.008037129126,7.946198041e-06
20,0.2,163,0.0009883883421,1,0.0079374619,7.845294808e-06
21,0.21,159,0.0009855996753,1,0.007841684343,7.728761542e-06
22,0.22,155,0.0009814757044,1,0.007749985968,7.606422937e-06
23,0.23,150,0.0009971679966,1,0.007661707099,7.640009118e-06
24,0.24,146,0.0009950611821,1,0.007574843884,7.537433109e-06
25,0.25,142,0.0009967297187,1,0.007487324807,7.462839149e-06
26,0.26,139,0.000981593558,1,0.007398222172,7.262047225e-06
27,0.27,135,0.0009932927192,1,0.00730754002,7.258526297e-06
28,0.28,132,0.0009891118254,1,0.007215482214,7.136918784e-06
29,0.29,129,0.0009935610966,1,0.007122352104,7.076491967e-06
30,0.3,127,0.0009816710404,1,0.007028850387,6.900018872e-06
31,0.31,125,0.0009789079781,1,0.006936010056,6.789715581e-06
32,0.32,123,0.0009848021231,1,0.006844670819,6.740646354e-06
33,0.33,121,0.0009980913382,1,0.006755026763,6.742133702e-06
34,0.34,120,0.0009851072152,1,0.006666508352,6.567225477e-06
35,0.35,119,0.0009747637472,1,0.00657791986,6.411917811e-06
36,0.36,117,0.0009985601274,1,0.006488004828,6.478662928e-06
37,0.37,116,0.0009913587942,1,0.006396528786,6.341255064e-06
38,0.38,115,0.0009863142856,1,0.00630504478,6.218755738e-06
39,0.39,114,0.0009832782438,1,0.006216221487,6.112275347e-06
40,0.4,113,0.0009821587739,1,0.006131978737,6.022576718e-06
41,0.41,112,0.0009825560538,1,0.006052118169,5.946545346e-06
42,0.42,111,0.0009836643383,1,0.005974694194,5.877093611e-06
43,0.43,110,0.0009846795215,1,0.005897518406,5.807165602e-06
44,0.44,109,0.0009852747068,1,0.005819292221,5.733601437e-06
45,0.45,108,0.0009859319448,1,0.005739685111,5.658938904e-06
46,0.46,107,0.0009877444265,1,0.00565887967,5.589526854e-06
47,0.47,106,0.0009919660924,1,0.00557736131,5.532553305e-06
48,0.48,105,0.0009990154662,1,0.005496068021,5.490656956e-06
49,0.49,105,0.0009823794356,1,0.005416417396,5.320977065e-06
50,0.5,104,0.0009941490456,1,0.005339846644,5.308603445e-06
