x,y,nx,ny,pressure,cp,cf,rho,u,v,mach,tag,cell_center_u,cell_center_v,cell_center_mach,tangential_wall_shear
1.913500124916e-05,-5.495555690284e-04,9.993943676096e-01,3.479795957017e-02,1.051530065633e+00,1.745917274124e+00,0.000000000000e+00,3.381050047050e+00,1.123244746652e-02,-3.225949127814e-01,4.891832199838e-01,bc-4,1.134336317494e-02,-3.224731030794e-01,4.892243298040e-01,0.000000000000e+00
9.315779180713e-05,-1.627700740414e-03,9.946520240472e-01,1.032828691447e-01,9.488202919560e-01,1.540497726769e+00,0.000000000000e+00,3.136064728129e+00,4.207005607902e-02,-4.051501161549e-01,6.258659233260e-01,bc-4,4.210521230177e-02,-4.049808353656e-01,6.259260268908e-01,0.000000000000e+00
2.346344931608e-04,-2.662346979947e-03,9.856752905128e-01,1.686541481034e-01,8.446083743878e-01,1.332073891633e+00,0.000000000000e+00,2.881852883339e+00,8.160055203885e-02,-4.769028733737e-01,7.553361380284e-01,bc-4,8.155504697555e-02,-4.766940757779e-01,7.554039567135e-01,0.000000000000e+00
4.390854237922e-04,-3.665068381381e-03,9.729787549752e-01,2.308946564277e-01,7.446705237654e-01,1.132198190388e+00,0.000000000000e+00,2.629929378052e+00,1.277255694454e-01,-5.382292836923e-01,8.785973904485e-01,bc-4,1.276077704234e-01,-5.379923487753e-01,8.786698243164e-01,0.000000000000e+00
7.044344396482e-04,-4.648319866488e-03,9.570044912896e-01,2.900731005309e-01,6.511639564826e-01,9.451850558224e-01,0.000000000000e+00,2.386224458359e+00,1.789177524223e-01,-5.902825609345e-01,9.979124220441e-01,bc-4,1.787447100922e-01,-5.900270743478e-01,9.979951348449e-01,0.000000000000e+00
1.021556225103e-03,-5.596400208893e-03,9.385996197702e-01,3.450083386923e-01,5.677987461691e-01,7.784546351953e-01,0.000000000000e+00,2.161264937091e+00,2.324517650907e-01,-6.323880146085e-01,1.110953874393e+00,bc-4,2.322560931383e-01,-6.321161471395e-01,1.111049765082e+00,0.000000000000e+00
1.378815082818e-03,-6.494614583848e-03,9.187957681603e-01,3.947332471566e-01,4.981816708481e-01,6.392204845533e-01,0.000000000000e+00,1.965416376574e+00,2.852439688729e-01,-6.639444571277e-01,1.213059653526e+00,bc-4,2.850653309455e-01,-6.636584227202e-01,1.213196312601e+00,0.000000000000e+00
1.784473100775e-03,-7.375363281045e-03,8.976223486524e-01,4.407653788579e-01,4.395126598598e-01,5.218824625767e-01,0.000000000000e+00,1.794247808129e+00,3.371597398323e-01,-6.866286057301e-01,1.306230245370e+00,bc-4,3.370535972984e-01,-6.863041056929e-01,1.306411043429e+00,0.000000000000e+00
2.234481347914e-03,-8.239294274146e-03,8.753098186008e-01,4.835625310763e-01,3.914630305857e-01,4.257832040285e-01,0.000000000000e+00,1.649907461571e+00,3.871756201008e-01,-7.008372237667e-01,1.389235136572e+00,bc-4,3.872257214399e-01,-7.005185341238e-01,1.389598368322e+00,0.000000000000e+00
2.708731442500e-03,-9.055525426615e-03,8.532097090887e-01,5.215680131266e-01,3.565488413111e-01,3.559548254794e-01,0.000000000000e+00,1.541658141915e+00,4.310803470527e-01,-7.051849964836e-01,1.452505490490e+00,bc-4,4.313187680738e-01,-7.048370292779e-01,1.453055224465e+00,0.000000000000e+00
