step,inner_iterations,linear_residual_ratio,converged,min_dtau,max_dtau
1,3,2.479324686e-08,1,0,0
2,3,3.743213203e-08,1,5.440679461e-09,0.1589650906
3,3,5.112140325e-08,1,5.442317645e-09,0.1591115703
4,3,6.587177622e-08,1,5.443960522e-09,0.159258185
5,3,8.171436184e-08,1,5.445609348e-09,0.1594049348
6,3,9.86780582e-08,1,5.447265222e-09,0.1595518198
7,3,1.167838197e-07,1,5.44892901e-09,0.1596988401
8,3,1.360427456e-07,1,5.450601527e-09,0.1598459959
9,3,1.564552952e-07,1,5.452283524e-09,0.1599932874
10,3,1.780108822e-07,1,5.453975499e-09,0.1601407145
11,3,2.006879193e-07,1,5.455677722e-09,0.1602882775
12,3,2.244539463e-07,1,5.457390951e-09,0.1604359765
13,3,2.492655271e-07,1,5.45911673e-09,0.1605838115
14,3,2.750699438e-07,1,5.460859992e-09,0.1607317828
15,3,3.018059053e-07,1,5.462620899e-09,0.1608798905
16,3,3.294036337e-07,1,5.464397717e-09,0.1610281346
17,3,3.577860689e-07,1,5.466187564e-09,0.1611765153
18,3,3.868698833e-07,1,5.467989978e-09,0.1613250327
19,3,4.165711886e-07,1,5.46980466e-09,0.161473687
20,3,4.468055769e-07,1,5.47163105e-09,0.1616224783
21,3,4.774682178e-07,1,5.473469085e-09,0.1617714067
22,3,5.084640119e-07,1,5.475318793e-09,0.1619204723
23,3,5.396988598e-07,1,5.477180197e-09,0.1620696753
24,3,5.710803257e-07,1,5.479053324e-09,0.1622190157
25,3,6.025186105e-07,1,5.48093821e-09,0.1623684938
26,3,6.339275892e-07,1,5.482834893e-09,0.1625181096
27,3,6.652256558e-07,1,5.484743364e-09,0.1626678632
28,3,6.963362182e-07,1,5.486663622e-09,0.1628177549
29,3,7.271882585e-07,1,5.488595673e-09,0.1629677847
30,3,7.57716627e-07,1,5.49053952e-09,0.1631179527
31,3,7.878628078e-07,1,5.492495162e-09,0.1632682591
32,3,8.175740569e-07,1,5.494088695e-09,0.163418704
33,3,8.4680408e-07,1,5.495407367e-09,0.1635692875
34,3,8.755129778e-07,1,5.496738362e-09,0.1637200098
35,3,9.036661605e-07,1,5.498081707e-09,0.1638708709
36,3,9.312352386e-07,1,5.499437424e-09,0.1640218711
37,3,9.581969794e-07,1,5.500805529e-09,0.1641730104
38,3,9.845332451e-07,1,5.50218604e-09,0.164324289
39,3,1.010230312e-06,1,5.503578966e-09,0.164475707
40,3,1.035278894e-06,1,5.504984302e-09,0.1646272645
41,3,1.059673644e-06,1,5.506402038e-09,0.1647789617
42,3,1.083412699e-06,1,5.507832176e-09,0.1649307986
43,3,1.106497049e-06,1,5.509274715e-09,0.1650827755
44,3,1.12893069e-06,1,5.510729653e-09,0.1652348924
45,3,1.15071999e-06,1,5.512196987e-09,0.1653871494
46,3,1.171873433e-06,1,5.513676712e-09,0.1655395468
47,3,1.192401319e-06,1,5.515168823e-09,0.1656920846
48,3,1.212315387e-06,1,5.516673317e-09,0.1658447629
49,3,1.231628615e-06,1,5.51819019e-09,0.165997582
50,3,1.250354635e-06,1,5.519719433e-09,0.1661505418
51,3,1.268504985e-06,1,5.52126104e-09,0.1663036426
52,3,1.286094695e-06,1,5.522815001e-09,0.1664568845
53,3,1.303140127e-06,1,5.524381307e-09,0.1666102676
54,3,1.319658123e-06,1,5.525959951e-09,0.166763792
55,3,1.335666246e-06,1,5.527550923e-09,0.1669174579
56,3,1.351181494e-06,1,5.529154212e-09,0.1670712654
57,3,1.366221895e-06,1,5.530769809e-09,0.1672252146
58,3,1.380804332e-06,1,5.5323977e-09,0.1673793056
59,3,1.394946227e-06,1,5.534037877e-09,0.1675335387
60,3,1.408665196e-06,1,5.535690326e-09,0.1676879139
61,3,1.421977641e-06,1,5.537355036e-09,0.1678424313
62,3,1.434901334e-06,1,5.539031995e-09,0.1679970911
63,3,1.447451611e-06,1,5.540721192e-09,0.1681518934
64,3,1.459645669e-06,1,5.542422615e-09,0.1683068384
65,3,1.471498014e-06,1,5.544136252e-09,0.1684619261
66,3,1.483024735e-06,1,5.545862092e-09,0.1686171568
67,3,1.49424081e-06,1,5.547600122e-09,0.1687725304
68,3,1.505160617e-06,1,5.549350331e-09,0.1689280473
69,3,1.515798079e-06,1,5.551112707e-09,0.1690837074
70,3,1.526167866e-06,1,5.552887239e-09,0.169239511
71,3,1.536282433e-06,1,5.554673914e-09,0.1693954582
72,3,1.546154317e-06,1,5.556472722e-09,0.169551549
73,3,1.555797301e-06,1,5.55828365e-09,0.1697077837
74,3,1.565222114e-06,1,5.560106687e-09,0.1698641624
75,3,1.57444132e-06,1,5.561941821e-09,0.1700206851
76,3,1.583463135e-06,1,5.563789042e-09,0.1701773521
77,3,1.592296371e-06,1,5.565648339e-09,0.1703341634
78,3,1.600951281e-06,1,5.5675197e-09,0.1704911193
79,3,1.609445434e-06,1,5.569403117e-09,0.1706482197
80,3,1.617788262e-06,1,5.571298581e-09,0.170805465
81,3,1.625988524e-06,1,5.57320608e-09,0.1709628551
82,3,1.634054071e-06,1,5.575125603e-09,0.1711203902
83,3,1.641993778e-06,1,5.57705714e-09,0.1712780705
84,3,1.649815714e-06,1,5.579000681e-09,0.1714358961
85,3,1.657528128e-06,1,5.580956216e-09,0.1715938672
86,3,1.665139512e-06,1,5.582923734e-09,0.1717519838
87,3,1.672657233e-06,1,5.584903225e-09,0.171910246
88,3,1.680088601e-06,1,5.586894678e-09,0.1720686542
89,3,1.687440378e-06,1,5.588898085e-09,0.1722272083
90,3,1.694719536e-06,1,5.590913435e-09,0.1723859085
