x,y,nx,ny,pressure,cp,cf,rho,u,v,mach,tag,cell_center_u,cell_center_v,cell_center_mach,tangential_wall_shear
1.913500124916e-05,-5.495555690284e-04,9.993943676096e-01,3.479795957017e-02,3.502633549247e+01,6.560607492869e+00,0.000000000000e+00,1.068522441582e+00,1.205511170723e-03,-3.462217581124e-02,5.113849167193e-03,bc-4,-3.509993349825e-03,-3.478636518531e-02,5.161062574620e-03,0.000000000000e+00
9.315779180713e-05,-1.627700740414e-03,9.946520240472e-01,1.032828691447e-01,3.506729807597e+01,6.642532659879e+00,0.000000000000e+00,1.069454155908e+00,1.063304859455e-02,-1.024001694952e-01,1.519481513602e-02,bc-4,5.898560256154e-03,-1.028917902105e-01,1.521104736893e-02,0.000000000000e+00
2.346344931608e-04,-2.662346979947e-03,9.856752905128e-01,1.686541481034e-01,3.512330617102e+01,6.754548849970e+00,0.000000000000e+00,1.070747733478e+00,2.848180419838e-02,-1.664578721797e-01,2.492024676882e-02,bc-4,2.376243531091e-02,-1.672653806431e-01,2.493026046172e-02,0.000000000000e+00
4.390854237922e-04,-3.665068381381e-03,9.729787549752e-01,2.308946564277e-01,3.519646866668e+01,6.900873841293e+00,0.000000000000e+00,1.072443874150e+00,5.349410781645e-02,-2.254215460289e-01,3.417950659301e-02,bc-4,4.880939730268e-02,-2.265332605643e-01,3.418688671566e-02,0.000000000000e+00
7.044344396482e-04,-4.648319866488e-03,9.570044912896e-01,2.900731005309e-01,3.527684304431e+01,7.061622596560e+00,0.000000000000e+00,1.074320964601e+00,8.445311440466e-02,-2.786263519117e-01,4.294042750903e-02,bc-4,7.981941253766e-02,-2.800308513469e-01,4.294636520752e-02,0.000000000000e+00
1.021556225103e-03,-5.596400208893e-03,9.385996197702e-01,3.450083386923e-01,3.535052334013e+01,7.208983188203e+00,0.000000000000e+00,1.076068285563e+00,1.195136406487e-01,-3.251383954817e-01,5.107940838881e-02,bc-4,1.149368647112e-01,-3.268207164943e-01,5.108446869898e-02,0.000000000000e+00
1.378815082818e-03,-6.494614583848e-03,9.187957681603e-01,3.947332471566e-01,3.541300226114e+01,7.333941030217e+00,0.000000000000e+00,1.077579359704e+00,1.567376033586e-01,-3.648282674815e-01,5.853946313982e-02,bc-4,1.522425644334e-01,-3.667594271282e-01,5.854390630246e-02,0.000000000000e+00
1.784473100775e-03,-7.375363281045e-03,8.976223486524e-01,4.407653788579e-01,3.545433447622e+01,7.416605460379e+00,0.000000000000e+00,1.078638172210e+00,1.954180102371e-01,-3.979703981572e-01,6.535763352363e-02,bc-4,1.910341545667e-01,-4.001230315094e-01,6.536159871457e-02,0.000000000000e+00
2.234481347914e-03,-8.239294274146e-03,8.753098186008e-01,4.835625310763e-01,3.547667520612e+01,7.461286920172e+00,0.000000000000e+00,1.079288194102e+00,2.346128671297e-01,-4.246791944603e-01,7.152080997983e-02,bc-4,2.301023370175e-01,-4.271710245657e-01,7.152484386364e-02,0.000000000000e+00
2.708731442500e-03,-9.055525426615e-03,8.532097090887e-01,5.215680131266e-01,3.556481024234e+01,7.637556992617e+00,0.000000000000e+00,1.081362941380e+00,2.730905144919e-01,-4.467365186522e-01,7.716265136982e-02,bc-4,2.685425265684e-01,-4.495167085630e-01,7.716664991114e-02,0.000000000000e+00
3.212294286292e-03,-9.842776789700e-03,8.313905417703e-01,5.556885522078e-01,3.561360180794e+01,7.735140123818e+00,0.000000000000e+00,1.082577373328e+00,3.109020368494e-01,-4.651544679601e-01,8.244220959528e-02,bc-4,3.066348599488e-01,-4.680065828626e-01,8.244567854010e-02,0.000000000000e+00
3.754717172253e-03,-1.062095390846e-02,8.092361084251e-01,5.874835494045e-01,3.561746017466e+01,7.742856857250e+00,0.000000000000e+00,1.082814175870e+00,3.475343652989e-01,-4.787152893107e-01,8.717330671552e-02,bc-4,3.436940363191e-01,-4.815032643856e-01,8.717611168926e-02,0.000000000000e+00
