x,y,nx,ny,pressure,cp,cf,rho,u,v,mach,tag
1.005195774366e+00,4.176789678662e-04,-8.188204673740e-01,-5.740496861852e-01,3.119466764033e+01,-1.102728211395e+00,0.000000000000e+00,9.818349927550e-01,3.628207438130e-01,-5.175249776656e-01,9.476711932127e-02,bc-4
1.004911410176e+00,5.687720054321e-04,-1.397793661727e-01,-9.901826744558e-01,3.195287393969e+01,4.136843873228e-01,0.000000000000e+00,1.004254432354e+00,9.270054500796e-01,-1.308609386869e-01,1.402716359710e-01,bc-4
1.004518722873e+00,6.241926479492e-04,-1.397137713354e-01,-9.901919319502e-01,3.191342001758e+01,3.347765431061e-01,0.000000000000e+00,1.003383519167e+00,9.334494947488e-01,-1.317075458347e-01,1.412713942527e-01,bc-4
1.004132749546e+00,6.786398189500e-04,-1.396489950991e-01,-9.902010695651e-01,3.190845441847e+01,3.248453448797e-01,0.000000000000e+00,1.003295395131e+00,9.404783228173e-01,-1.326365490108e-01,1.423386709063e-01,bc-4
1.003741400220e+00,7.338186818799e-04,-1.395834517050e-01,-9.902103109997e-01,3.190293159741e+01,3.137997027542e-01,0.000000000000e+00,1.003159794830e+00,9.452196633681e-01,-1.332414152496e-01,1.430576373205e-01,bc-4
1.003332157479e+00,7.914924335157e-04,-1.395161003861e-01,-9.902198027373e-01,3.189866201682e+01,3.052605415832e-01,0.000000000000e+00,1.003062437417e+00,9.485199188187e-01,-1.336408339304e-01,1.435583904648e-01,bc-4
1.002916882178e+00,8.499868182843e-04,-1.394433298356e-01,-9.902300529495e-01,3.189525341676e+01,2.984433414552e-01,0.000000000000e+00,1.002982898639e+00,9.509241532636e-01,-1.339083074254e-01,1.439227648212e-01,bc-4
1.002507863658e+00,9.075691949042e-04,-1.393703540814e-01,-9.902403265891e-01,3.189237119198e+01,2.926788918896e-01,0.000000000000e+00,1.002913969658e+00,9.527949980974e-01,-1.341001499194e-01,1.442059823618e-01,bc-4
1.002076077368e+00,9.683237348861e-04,-1.392991639960e-01,-9.902503435546e-01,3.188967806049e+01,2.872926289077e-01,0.000000000000e+00,1.002848220973e+00,9.543688156535e-01,-1.342516859799e-01,1.444440834037e-01,bc-4
1.001620894488e+00,1.032337722444e-03,-1.392267243129e-01,-9.902605309903e-01,3.188714897866e+01,2.822344652528e-01,0.000000000000e+00,1.002788881408e+00,9.557768580700e-01,-1.343784559303e-01,1.446571594949e-01,bc-4
1.001171114457e+00,1.095556063257e-03,-1.391443289600e-01,-9.902721119562e-01,3.188474565376e+01,2.774278154467e-01,0.000000000000e+00,1.002733512562e+00,9.570094593956e-01,-1.344705535259e-01,1.448434799622e-01,bc-4
1.000710328763e+00,1.160282890095e-03,-1.390677121913e-01,-9.902828744485e-01,3.188246620874e+01,2.728689254180e-01,0.000000000000e+00,1.002681391488e+00,9.581778911600e-01,-1.345591352068e-01,1.450201609703e-01,bc-4
1.000219744788e+00,1.229156186078e-03,-1.389889183443e-01,-9.902939364540e-01,3.188025894409e+01,2.684543961131e-01,0.000000000000e+00,1.002632312183e+00,9.592951089111e-01,-1.346381964511e-01,1.451891025105e-01,bc-4
9.997160647050e-01,1.299824807328e-03,-1.388979076671e-01,-9.903067056451e-01,3.187807682082e+01,2.640901495862e-01,0.000000000000e+00,1.002586310062e+00,9.603322260799e-01,-1.346937631618e-01,1.453458358774e-01,bc-4
9.992178597945e-01,1.369678725912e-03,-1.388075901675e-01,-9.903193691491e-01,3.187599582611e+01,2.599281601479e-01,0.000000000000e+00,1.002543321201e+00,9.612938096096e-01,-1.347392379788e-01,1.454911403705e-01,bc-4
9.986837517745e-01,1.444520074424e-03,-1.387342633695e-01,-9.903296441929e-01,3.187402694837e+01,2.559904046692e-01,0.000000000000e+00,1.002504983535e+00,9.622138624606e-01,-1.347955523650e-01,1.456305919062e-01,bc-4
9.981121285491e-01,1.524558109793e-03,-1.385978092646e-01,-9.903487503234e-01,3.187167238219e+01,2.512812723219e-01,0.000000000000e+00,1.002460875558e+00,9.631262436015e-01,-1.347880606350e-01,1.457680455170e-01,bc-4
9.975441525978e-01,1.604038617574e-03,-1.385742150738e-01,-9.903520520081e-01,3.186978901202e+01,2.475145319860e-01,0.000000000000e+00,1.002425341784e+00,9.639579618590e-01,-1.348810432188e-01,1.458951636985e-01,bc-4
9.969577332356e-01,1.686021196843e-03,-1.383449556845e-01,-9.903841038893e-01,3.186760205153e+01,2.431406109989e-01,0.000000000000e+00,1.002381105381e+00,9.647631328730e-01,-1.347660088033e-01,1.460140890814e-01,bc-4
9.963247686966e-01,1.774438806808e-03,-1.383447897822e-01,-9.903841270639e-01,3.186588286961e+01,2.397022471555e-01,0.000000000000e+00,1.002347049765e+00,9.654504601953e-01,-1.348618554266e-01,1.461195699240e-01,bc-4
9.956686360428e-01,1.866061683625e-03,-1.382526920554e-01,-9.903969876466e-01,3.186374940106e+01,2.354353100578e-01,0.000000000000e+00,1.002305518913e+00,9.660971329910e-01,-1.348605974059e-01,1.462174099372e-01,bc-4
9.950172143149e-01,1.956931050682e-03,-1.380590740033e-01,-9.904239961175e-01,3.186163348478e+01,2.312034774973e-01,0.000000000000e+00,1.002268715741e+00,9.667158384771e-01,-1.347543011960e-01,1.463092320855e-01,bc-4
9.943117982735e-01,2.055261751312e-03,-1.380590740033e-01,-9.904239961175e-01,3.185970502998e+01,2.273465678870e-01,0.000000000000e+00,1.002234540035e+00,9.672739731845e-01,-1.348321017755e-01,1.463956384399e-01,bc-4
9.935490185789e-01,2.161469837378e-03,-1.377569443069e-01,-9.904660641815e-01,3.185742952725e+01,2.227955624351e-01,0.000000000000e+00,1.002191724392e+00,9.677943519903e-01,-1.346036956429e-01,1.464702780078e-01,bc-4
9.927873701755e-01,2.267386981164e-03,-1.377181405466e-01,-9.904714603482e-01,3.185569515893e+01,2.193268257983e-01,0.000000000000e+00,1.002159757137e+00,9.682335146554e-01,-1.346261094756e-01,1.465375963343e-01,bc-4
9.919974729134e-01,2.377216679974e-03,-1.377181405466e-01,-9.904714603482e-01,3.185362535564e+01,2.151872192096e-01,0.000000000000e+00,1.002123301925e+00,9.686799651750e-01,-1.346881853029e-01,1.466072609314e-01,bc-4
