step,physical_time,inner_iterations,inner_residual_ratio,converged,initial_inner_residual,final_inner_residual
1,0.01,105,9.911271407e-06,1,0.117129677,1.160904019e-06
2,0.02,116,9.488525087e-06,1,0.01586622106,1.505470366e-07
3,0.03,97,9.914997916e-06,1,0.01198938067,1.188746844e-07
4,0.04,93,9.679853823e-06,1,0.01086060786,1.051290965e-07
5,0.05,93,9.733545837e-06,1,0.01028843929,1.001429954e-07
6,0.06,93,9.518054055e-06,1,0.009934278341,9.455499824e-08
7,0.07,92,9.627477589e-06,1,0.00968489671,9.324112602e-08
8,0.08,91,9.601751441e-06,1,0.009488580438,9.110699089e-08
9,0.09,89,9.981193394e-06,1,0.009323771872,9.306237021e-08
10,0.1,88,9.728481935e-06,1,0.009176415784,8.927259519e-08
11,0.11,86,9.921342978e-06,1,0.009033287804,8.962234652e-08
12,0.12,85,9.517606531e-06,1,0.008889099796,8.460295427e-08
13,0.13,83,9.561962461e-06,1,0.008748868458,8.365635178e-08
14,0.14,81,9.528581215e-06,1,0.008617602394,8.21135243e-08
15,0.15,78,9.936858844e-06,1,0.008494229303,8.440595758e-08
16,0.16,76,9.738777456e-06,1,0.008375633838,8.156843401e-08
17,0.17,73,9.985040022e-06,1,0.008261198451,8.248839716e-08
18,0.18,71,9.614359324e-06,1,0.008151878956,7.837509345e-08
19,0.19,68,9.678979402e-06,1,0.008047694384,7.789346818e-08
20,0.2,65,9.658483361e-06,1,0.007947774814,7.67634508e-08
21,0.21,62,9.564351287e-06,1,0.007851764053,7.509702962e-08
22,0.22,58,9.942076579e-06,1,0.007759849321,7.714901619e-08
23,0.23,55,9.79700901e-06,1,0.007671374836,7.515652839e-08
24,0.24,52,9.743080566e-06,1,0.007584335722,7.389479398e-08
25,0.25,49,9.901428606e-06,1,0.007496650684,7.422755153e-08
26,0.26,47,9.866968639e-06,1,0.007407384537,7.308843093e-08
27,0.27,46,9.693677739e-06,1,0.007316539119,7.092417238e-08
28,0.28,45,9.874427699e-06,1,0.007224319159,7.133601721e-08
29,0.29,45,9.783449273e-06,1,0.007131024975,6.976602111e-08
30,0.3,45,9.847524242e-06,1,0.007037355485,6.930052874e-08
31,0.31,45,9.987349684e-06,1,0.006944344236,6.935559421e-08
32,0.32,46,9.617237902e-06,1,0.006852835612,6.590535038e-08
33,0.33,46,9.766478591e-06,1,0.006763029026,6.605097819e-08
34,0.34,46,9.899272977e-06,1,0.006674359182,6.607130349e-08
35,0.35,47,9.486394851e-06,1,0.006585630729,6.247389344e-08
36,0.36,47,9.570440957e-06,1,0.006495582975,6.216559334e-08
37,0.37,47,9.637589933e-06,1,0.006403972647,6.171886231e-08
38,0.38,47,9.69192488e-06,1,0.006312344578,6.117876947e-08
39,0.39,47,9.732389556e-06,1,0.00622337093,6.056827024e-08
40,0.4,47,9.759252804e-06,1,0.006138983209,5.99118891e-08
41,0.41,47,9.775922697e-06,1,0.006058992995,5.923224714e-08
42,0.42,47,9.788385065e-06,1,0.005981455885,5.854879345e-08
43,0.43,47,9.802774363e-06,1,0.005904178125,5.787732596e-08
44,0.44,47,9.823234029e-06,1,0.005825855678,5.722874375e-08
45,0.45,47,9.852621978e-06,1,0.005746155734,5.661470027e-08
46,0.46,47,9.892568084e-06,1,0.005665260088,5.604397114e-08
47,0.47,47,9.944120733e-06,1,0.005583652104,5.552451066e-08
48,0.48,48,9.480658619e-06,1,0.005502266677,5.216511199e-08
49,0.49,48,9.54053866e-06,1,0.005422520019,5.173376188e-08
50,0.5,48,9.602805173e-06,1,0.005345851562,5.133517103e-08
