x,y,nx,ny,pressure,cp,cf,rho,u,v,mach,tag,cell_center_u,cell_center_v,cell_center_mach,tangential_wall_shear
-4.995066821071e-01,-1.569762988233e-02,9.995065603657e-01,3.141075907813e-02,6.913928393037e+01,-4.578574996400e+00,0.000000000000e+00,9.759112547930e-01,1.157779268420e-03,-3.684113368169e-02,3.701059300977e-03,WALL,-1.912246530225e-03,-3.705528214750e-02,3.725800960467e-03,0.000000000000e+00
-4.975353574357e-01,-4.703093827340e-02,9.955619646031e-01,9.410831331851e-02,6.913198654059e+01,-4.593169775972e+00,0.000000000000e+00,9.758217266641e-01,1.041196768948e-02,-1.101471128617e-01,1.110929572144e-02,WALL,7.266952725221e-03,-1.109460156490e-01,1.116447955122e-02,0.000000000000e+00
-4.936004880108e-01,-7.817863703751e-02,9.876883405951e-01,1.564344650402e-01,6.910539117814e+01,-4.646360500856e+00,0.000000000000e+00,9.755669504725e-01,2.882510571123e-02,-1.819945548450e-01,1.850320771635e-02,WALL,2.569510876791e-02,-1.835039004517e-01,1.860736769955e-02,0.000000000000e+00
-4.877176029643e-01,-1.090178004376e-01,9.759167619387e-01,2.181432413965e-01,6.906509128255e+01,-4.726960292037e+00,0.000000000000e+00,9.751834787901e-01,5.614711659670e-02,-2.511877602554e-01,2.584851219620e-02,WALL,5.301596122079e-02,-2.533912971142e-01,2.599917368086e-02,0.000000000000e+00
-4.799099193559e-01,-1.394267203850e-01,9.602936856769e-01,2.789911060392e-01,6.900865889069e+01,-4.839825075755e+00,0.000000000000e+00,9.746473771641e-01,9.195961877398e-02,-3.165270839619e-01,3.310661292911e-02,WALL,8.883889877464e-02,-3.194177367768e-01,3.330124294723e-02,0.000000000000e+00
-4.702082505459e-01,-1.692853867649e-01,9.408807689542e-01,3.387379202453e-01,6.893472788611e+01,-4.987687084930e+00,0.000000000000e+00,9.739406583237e-01,1.357024353410e-01,-3.769280144961e-01,4.024454507178e-02,WALL,1.326453632284e-01,-3.805042647111e-01,4.048187871258e-02,0.000000000000e+00
-4.586508845886e-01,-1.984759610624e-01,9.177546256840e-01,3.971478906348e-01,6.884331902807e+01,-5.170504801001e+00,0.000000000000e+00,9.730633150191e-01,1.867206906035e-01,-4.314860573434e-01,4.724064479616e-02,WALL,1.838067762645e-01,-4.357262649921e-01,4.751878475802e-02,0.000000000000e+00
-4.452834331275e-01,-2.268832414167e-01,8.910065241884e-01,4.539904997395e-01,6.873572317246e+01,-5.385696512224e+00,0.000000000000e+00,9.720279977709e-01,2.442214890321e-01,-4.793116600445e-01,5.406562479359e-02,WALL,2.415476042235e-01,-4.841673052786e-01,5.438186307873e-02,0.000000000000e+00
-4.301586513865e-01,-2.543951172702e-01,8.607420270039e-01,5.090414157504e-01,6.861429923648e+01,-5.628544384183e+00,0.000000000000e+00,9.708575477813e-01,3.072675143988e-01,-5.195609924710e-01,6.068340631801e-02,WALL,3.049382161826e-01,-5.249552776407e-01,6.103432897131e-02,0.000000000000e+00
-4.133362299692e-01,-2.809030118179e-01,8.270805742746e-01,5.620833778521e-01,6.848290290457e+01,-5.891337047998e+00,0.000000000000e+00,9.695902158347e-01,3.747647230034e-01,-5.514495438452e-01,6.704972097655e-02,WALL,3.728760583329e-01,-5.573017139189e-01,6.743289785387e-02,0.000000000000e+00
-3.948825592877e-01,-3.063023105103e-01,7.901550123757e-01,6.129070536530e-01,6.834426219860e+01,-6.168618459941e+00,0.000000000000e+00,9.682519670587e-01,4.451943778796e-01,-5.739411335967e-01,7.306917403215e-02,WALL,4.440502468698e-01,-5.804723044572e-01,7.352076318136e-02,0.000000000000e+00
-3.748704675493e-01,-3.304927739193e-01,7.501110696305e-01,6.613118653237e-01,6.820755692963e+01,-6.442028997880e+00,0.000000000000e+00,9.669349806074e-01,5.175209805945e-01,-5.870123260528e-01,7.874808785240e-02,WALL,5.171018419392e-01,-5.939829432850e-01,7.924909623598e-02,0.000000000000e+00
