step,inner_iterations,linear_residual_ratio,converged,min_dtau,max_dtau
1,3,3.786529861e-08,1,0,0
2,3,5.256605916e-08,1,3.401799994e-06,1.323790555
3,3,6.834673722e-08,1,3.402648212e-06,1.325824209
4,3,8.503061781e-08,1,3.403521389e-06,1.327860987
5,3,1.024875867e-07,1,3.404429272e-06,1.329900895
6,3,1.205953379e-07,1,3.40537976e-06,1.331943936
7,3,1.392321073e-07,1,3.406379001e-06,1.333990115
8,3,1.582775053e-07,1,3.407431422e-06,1.336039438
9,3,1.77615835e-07,1,3.408539875e-06,1.338091909
10,3,1.971399318e-07,1,3.409705838e-06,1.340147534
11,3,2.167544647e-07,1,3.410929659e-06,1.342206316
12,3,2.363782581e-07,1,3.412210811e-06,1.344268261
13,3,2.559454513e-07,1,3.413548114e-06,1.346333374
14,3,2.754056116e-07,1,3.414939945e-06,1.348401659
15,3,2.94722994e-07,1,3.416384403e-06,1.350473121
16,3,3.138751913e-07,1,3.417879446e-06,1.352547766
17,3,3.328513419e-07,1,3.41942299e-06,1.354625598
18,3,3.51650591e-07,1,3.421012983e-06,1.356706622
19,3,3.702800269e-07,1,3.422647456e-06,1.358790843
20,3,3.887539598e-07,1,3.424324555e-06,1.360878266
21,3,4.070920447e-07,1,3.426042561e-06,1.362968895
22,3,4.253153983e-07,1,3.427799895e-06,1.365062737
23,3,4.434471458e-07,1,3.429595122e-06,1.367159795
24,3,4.615121863e-07,1,3.431426945e-06,1.369260074
25,3,4.795388773e-07,1,3.433294199e-06,1.37136358
26,3,4.975487992e-07,1,3.435193419e-06,1.373470317
27,3,5.155675567e-07,1,3.437123959e-06,1.375580291
28,3,5.336219984e-07,1,3.439087243e-06,1.377693507
29,3,5.517390552e-07,1,3.441082524e-06,1.379809968
30,3,5.699372475e-07,1,3.443109138e-06,1.381929681
31,3,5.882387882e-07,1,3.445166454e-06,1.384052651
32,3,6.066647916e-07,1,3.447253864e-06,1.386178882
33,3,6.252352722e-07,1,3.449371043e-06,1.388308379
34,3,6.439690969e-07,1,3.451517575e-06,1.390441148
35,3,6.628840931e-07,1,3.453693089e-06,1.392577193
36,3,6.819971631e-07,1,3.455897256e-06,1.394716519
37,3,7.013264461e-07,1,3.45812978e-06,1.396859132
38,3,7.208864703e-07,1,3.460390395e-06,1.399005037
39,3,7.406893177e-07,1,3.462678864e-06,1.401154238
40,3,7.607497724e-07,1,3.464994973e-06,1.403306741
41,3,7.810797535e-07,1,3.467338525e-06,1.405462551
42,3,8.01691295e-07,1,3.469709331e-06,1.407621672
43,3,8.225956329e-07,1,3.472107237e-06,1.409784111
44,3,8.438035483e-07,1,3.474532103e-06,1.411949871
45,3,8.653254128e-07,1,3.476983799e-06,1.414118959
46,3,8.871710681e-07,1,3.479462208e-06,1.416291379
47,3,9.093496742e-07,1,3.481967219e-06,1.418467136
48,3,9.318709614e-07,1,3.484498732e-06,1.420646235
49,3,9.547428569e-07,1,3.487056652e-06,1.422828683
50,3,9.779749645e-07,1,3.48964089e-06,1.425014483
51,3,1.001574629e-06,1,3.492251364e-06,1.42720364
52,3,1.025550151e-06,1,3.494887995e-06,1.429396161
53,3,1.049909723e-06,1,3.497550711e-06,1.431592051
54,3,1.074660249e-06,1,3.500239441e-06,1.433791313
55,3,1.099810174e-06,1,3.502954119e-06,1.435993954
56,3,1.125366239e-06,1,3.505694681e-06,1.438199979
57,3,1.151335692e-06,1,3.508461066e-06,1.440409393
58,3,1.177726276e-06,1,3.511253216e-06,1.442622201
59,3,1.204544482e-06,1,3.514071075e-06,1.444838409
60,3,1.231797761e-06,1,3.516914586e-06,1.447058021
61,3,1.259493186e-06,1,3.519783699e-06,1.449281043
62,3,1.287637387e-06,1,3.52267836e-06,1.45150748
63,3,1.316238499e-06,1,3.52559852e-06,1.453737337
64,3,1.345303512e-06,1,3.528544129e-06,1.45597062
65,3,1.374838428e-06,1,3.53151514e-06,1.458207334
66,3,1.404850589e-06,1,3.534511505e-06,1.460447484
67,3,1.435346722e-06,1,3.537533177e-06,1.462691075
68,3,1.466333724e-06,1,3.540580112e-06,1.464938113
69,3,1.497818989e-06,1,3.543652263e-06,1.467188603
70,3,1.529809485e-06,1,3.546749586e-06,1.46944255
71,3,1.562312452e-06,1,3.549872038e-06,1.47169996
72,3,1.595335274e-06,1,3.553019574e-06,1.473960838
73,3,1.628885037e-06,1,3.556192152e-06,1.476225189
74,3,1.662969143e-06,1,3.559389729e-06,1.478493019
75,3,1.697595089e-06,1,3.562612261e-06,1.480764332
76,3,1.732770228e-06,1,3.565859708e-06,1.483039135
77,3,1.768502163e-06,1,3.569132026e-06,1.485317432
78,3,1.804799037e-06,1,3.572429173e-06,1.48759923
79,3,1.841668344e-06,1,3.57575111e-06,1.489884533
80,3,1.879118554e-06,1,3.579097792e-06,1.492173346
81,3,1.917157046e-06,1,3.582469181e-06,1.494465676
82,3,1.955791341e-06,1,3.585865233e-06,1.496761527
83,3,1.995029468e-06,1,3.589285908e-06,1.499060905
84,3,2.034879587e-06,1,3.592731165e-06,1.501363816
85,3,2.075349915e-06,1,3.596200963e-06,1.503670264
86,3,2.116448779e-06,1,3.59969526e-06,1.505980256
