x,y,nx,ny,pressure,cp,cf,rho,u,v,mach,tag,cell_center_u,cell_center_v,cell_center_mach,tangential_wall_shear
-4.995066821071e-01,-1.569762988233e-02,9.995065603657e-01,3.141075907813e-02,6.835656796125e+01,-6.144006934651e+00,-4.880174723440e-02,9.651852825835e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,WALL,2.768791154243e-02,3.796895069315e-04,2.781929141462e-03,-2.440087361720e-02
-4.975353574357e-01,-4.703093827340e-02,9.955619646031e-01,9.410831331851e-02,6.834550665753e+01,-6.166129542092e+00,-1.473761111810e-01,9.651117462076e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,WALL,2.775806583332e-02,1.138267363490e-03,2.791078581889e-03,-7.368805559051e-02
-4.936004880108e-01,-7.817863703751e-02,9.876883405951e-01,1.564344650402e-01,6.833013871664e+01,-6.196865423868e+00,-2.444278227300e-01,9.649742581648e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,WALL,2.781568854170e-02,1.923521541730e-03,2.801229481870e-03,-1.222139113650e-01
-4.877176029643e-01,-1.090178004376e-01,9.759167619387e-01,2.181432413965e-01,6.831050478667e+01,-6.236133283800e+00,-3.394047591569e-01,9.647788591296e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,WALL,2.786280389134e-02,2.740961885354e-03,2.812836013945e-03,-1.697023795785e-01
-4.799099193559e-01,-1.394267203850e-01,9.602936856769e-01,2.789911060392e-01,6.828782410088e+01,-6.281494655391e+00,-4.310608417698e-01,9.645235112390e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,WALL,2.788455849453e-02,3.600893918484e-03,2.824809816967e-03,-2.155304208849e-01
-4.702082505459e-01,-1.692853867649e-01,9.408807689542e-01,3.387379202453e-01,6.826324607606e+01,-6.330650705017e+00,-5.193158263890e-01,9.642208927528e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,WALL,2.788858360369e-02,4.507325136964e-03,2.838342853954e-03,-2.596579131945e-01
-4.586508845886e-01,-1.984759610624e-01,9.177546256840e-01,3.971478906348e-01,6.823809763641e+01,-6.380947584316e+00,-6.034521888901e-01,9.638858848587e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,WALL,2.785257264507e-02,5.462017853754e-03,2.851685356704e-03,-3.017260944450e-01
-4.452834331275e-01,-2.268832414167e-01,8.910065241884e-01,4.539904997395e-01,6.821538371248e+01,-6.426375432177e+00,-6.811666569541e-01,9.635268834071e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,WALL,2.774773965074e-02,6.475125754430e-03,2.862747661406e-03,-3.405833284770e-01
-4.301586513865e-01,-2.543951172702e-01,8.607420270039e-01,5.090414157504e-01,6.819554587312e+01,-6.466051110896e+00,-7.532215759790e-01,9.631829442531e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,WALL,2.761387584486e-02,7.559036867491e-03,2.876425746148e-03,-3.766107879895e-01
-4.133362299692e-01,-2.809030118179e-01,8.270805742746e-01,5.620833778521e-01,6.818020639101e+01,-6.496730075121e+00,-8.199035882562e-01,9.628534525789e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,WALL,2.740036160750e-02,8.685339401280e-03,2.887816077006e-03,-4.099517941281e-01
-3.948825592877e-01,-3.063023105103e-01,7.901550123757e-01,6.129070536530e-01,6.817154336874e+01,-6.514056119667e+00,-8.795871054893e-01,9.625602131800e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,WALL,2.708137982435e-02,9.849807951800e-03,2.895032409646e-03,-4.397935527447e-01
-3.748704675493e-01,-3.304927739193e-01,7.501110696305e-01,6.613118653237e-01,6.816961505241e+01,-6.517912752331e+00,-9.313931394712e-01,9.623237777554e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,WALL,2.666535269527e-02,1.106238101307e-02,2.900074909795e-03,-4.656965697356e-01
-3.533789333375e-01,-3.533789333375e-01,7.071067811865e-01,7.071067811865e-01,6.816960011956e+01,-6.517942618016e+00,-9.755545410283e-01,9.621364347032e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,WALL,2.620854855148e-02,1.237480797092e-02,2.911316072165e-03,-4.877772705141e-01
-3.304927739193e-01,-3.748704675493e-01,6.613118653237e-01,7.501110696305e-01,6.816971178480e+01,-6.517719287552e+00,-1.011677841099e+00,9.620266507452e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,WALL,2.570205007234e-02,1.381077484364e-02,2.930552811586e-03,-5.058389205494e-01
-3.063023105103e-01,-3.948825592877e-01,6.129070536530e-01,7.901550123757e-01,6.817740140343e+01,-6.502340050280e+00,-1.038895754700e+00,9.620342765220e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,WALL,2.505696878451e-02,1.530445767451e-02,2.948623560419e-03,-5.194478773502e-01
-2.809030118179e-01,-4.133362299692e-01,5.620833778521e-01,8.270805742746e-01,6.819828669505e+01,-6.460569467052e+00,-1.057486008501e+00,9.621946659649e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,WALL,2.422711147142e-02,1.678507482877e-02,2.959472600292e-03,-5.287430042505e-01
