step,inner_iterations,linear_residual_ratio,converged,min_dtau,max_dtau
1,3,2.032486846e-09,1,0,0
2,3,1.817457295e-09,1,4.325716128e-07,0.2008837013
3,3,1.773183089e-09,1,4.32934688e-07,0.2011056581
4,3,1.81533551e-09,1,4.335039439e-07,0.2013278602
5,3,1.92620098e-09,1,4.343493113e-07,0.2015503078
6,3,8.890789799e-09,1,4.35695588e-07,0.2017730012
7,3,2.112207815e-09,1,4.383325258e-07,0.2019959406
8,3,2.274526733e-09,1,4.418131053e-07,0.2022191263
9,3,2.460056807e-09,1,4.456578947e-07,0.2024425587
10,3,2.673330722e-09,1,4.494329944e-07,0.2026662379
11,3,2.90429889e-09,1,4.528137204e-07,0.2028901643
12,3,3.176128247e-09,1,4.557516638e-07,0.203114338
13,3,3.554206319e-09,1,4.584126786e-07,0.2033387595
14,3,4.000857823e-09,1,4.608651323e-07,0.2035634289
15,3,4.503856515e-09,1,4.632022128e-07,0.2037883466
16,3,5.07521046e-09,1,4.648210076e-07,0.2040135128
17,3,5.730774821e-09,1,4.664215157e-07,0.2042389277
18,3,6.486340629e-09,1,4.680053657e-07,0.2044645918
19,3,7.361165573e-09,1,4.695843689e-07,0.2046905051
20,3,8.378820223e-09,1,4.711884564e-07,0.2049166681
21,3,9.566689084e-09,1,4.728242615e-07,0.205143081
22,3,1.09558012e-08,1,4.745040683e-07,0.205369744
23,3,1.257718964e-08,1,4.762500514e-07,0.2055966575
24,3,1.445790891e-08,1,4.780829786e-07,0.2058238217
25,3,1.660919817e-08,1,4.800319447e-07,0.2060512368
26,3,1.900607529e-08,1,4.821451719e-07,0.2062789033
27,3,2.155286937e-08,1,4.844884357e-07,0.2065068213
28,3,2.405835231e-08,1,4.871456702e-07,0.2067349911
29,3,2.635595015e-08,1,4.902634934e-07,0.2069634131
30,3,2.82533387e-08,1,4.941556327e-07,0.2071920874
31,3,2.96700869e-08,1,4.997459203e-07,0.2074210144
32,3,3.056468765e-08,1,5.015377885e-07,0.2076501943
33,3,3.076166245e-08,1,4.987134015e-07,0.2078796274
34,3,3.003627035e-08,1,5.000235366e-07,0.2081093141
35,3,2.908577396e-08,1,5.045306859e-07,0.2083392545
36,3,3.499328084e-08,1,5.00283512e-07,0.208569449
37,3,3.343918204e-08,1,5.050229334e-07,0.2087998978
38,3,3.478073357e-08,1,5.064516199e-07,0.2090306013
39,3,2.087118395e-08,1,5.066130082e-07,0.2092615596
40,3,1.933225262e-08,1,5.087110283e-07,0.2094927732
41,3,3.176634212e-08,1,5.041963049e-07,0.2097242422
42,3,1.589581866e-08,1,5.093738364e-07,0.2099559669
43,3,1.47589112e-08,1,5.054430011e-07,0.2101879477
44,3,1.401682221e-08,1,5.037675311e-07,0.2104201849
45,3,1.372740945e-08,1,5.047696037e-07,0.2106526786
46,3,1.379938067e-08,1,5.044421086e-07,0.2108854292
47,3,1.408791145e-08,1,5.043502563e-07,0.2111184369
48,3,1.499702727e-08,1,5.039935029e-07,0.2113517021
49,3,1.625665108e-08,1,5.037462642e-07,0.2115852251
50,3,1.790714302e-08,1,5.079211607e-07,0.2118190061
51,3,2.000147329e-08,1,5.036914335e-07,0.2120530453
52,3,2.253930327e-08,1,5.070330717e-07,0.2122873432
53,3,2.535614013e-08,1,5.033926541e-07,0.2125218999
54,3,2.828843686e-08,1,5.046406506e-07,0.2127567158
55,3,3.110832294e-08,1,5.038820522e-07,0.2129917912
56,3,3.355608502e-08,1,5.028004777e-07,0.2132271263
57,3,3.535966131e-08,1,5.045018637e-07,0.2134627214
58,3,3.62847786e-08,1,5.033700318e-07,0.2136985768
59,3,3.62176766e-08,1,5.043131405e-07,0.2139346928
60,3,3.516229515e-08,1,5.054978123e-07,0.2141710697
61,3,3.325505379e-08,1,5.074595915e-07,0.2144077078
62,3,3.070110065e-08,1,5.101416929e-07,0.2146446073
63,3,2.776364333e-08,1,5.13981986e-07,0.2148817686
64,3,2.471706878e-08,1,5.187058913e-07,0.2151191919
65,3,2.191184429e-08,1,5.246055239e-07,0.2153568776
66,3,1.962782628e-08,1,5.312455583e-07,0.2155948259
67,3,1.798403654e-08,1,5.38186513e-07,0.215833037
68,3,1.684884207e-08,1,5.45012803e-07,0.2160715114
69,3,1.618718632e-08,1,5.513269543e-07,0.2163102493
70,3,1.597499574e-08,1,5.56189537e-07,0.216549251
71,3,1.618157867e-08,1,5.596770433e-07,0.2167885167
72,3,1.674787859e-08,1,5.626123534e-07,0.2170280468
73,3,1.770339148e-08,1,5.65405163e-07,0.2172678415
74,3,1.906864543e-08,1,5.683771639e-07,0.2175079012
75,3,2.087317189e-08,1,5.718335505e-07,0.2177482262
76,3,2.317985455e-08,1,5.75932494e-07,0.2179888167
77,3,2.598973235e-08,1,5.807329921e-07,0.218229673
78,3,2.911731632e-08,1,5.862592621e-07,0.2184707954
79,3,3.23697045e-08,1,5.925089865e-07,0.2187121843
80,3,3.550496579e-08,1,5.99459297e-07,0.2189538398
81,3,3.821321897e-08,1,6.069304755e-07,0.2191957624
82,3,4.019427619e-08,1,6.14941504e-07,0.2194379522
83,3,4.119455288e-08,1,6.234987577e-07,0.2196804097
84,3,4.109002739e-08,1,6.325331345e-07,0.2199231351
85,3,3.99403391e-08,1,6.419711706e-07,0.2201661286
86,3,3.791572514e-08,1,6.517485196e-07,0.2204093906
87,3,3.522767248e-08,1,6.618190974e-07,0.2206529214
88,3,3.211927163e-08,1,6.722313316e-07,0.2208967213
