x,y,nx,ny,pressure,cp,cf,rho,u,v,mach,tag,cell_center_u,cell_center_v,cell_center_mach,tangential_wall_shear
-4.995066821071e-01,-1.569762988233e-02,9.995065603657e-01,3.141075907813e-02,7.192604945735e+01,9.949560575662e-01,0.000000000000e+00,1.004808331646e+00,1.918471955890e-03,-6.104676747928e-02,6.101147374215e-03,WALL,5.923278740292e-03,-6.106144134155e-02,6.128268081442e-03,0.000000000000e+00
-4.975353574357e-01,-4.703093827340e-02,9.955619646031e-01,9.410831331851e-02,7.191314084671e+01,9.691388362810e-01,0.000000000000e+00,1.004677015080e+00,1.734798373908e-02,-1.835224983231e-01,1.841476171600e-02,WALL,2.124085447633e-02,-1.833211234149e-01,1.843553776623e-02,0.000000000000e+00
-4.936004880108e-01,-7.817863703751e-02,9.876883405951e-01,1.564344650402e-01,7.188544441162e+01,9.137459661037e-01,0.000000000000e+00,1.004394284508e+00,4.807639065440e-02,-3.035423843143e-01,3.070202575170e-02,WALL,5.190901606460e-02,-3.029557664701e-01,3.070665381121e-02,0.000000000000e+00
-4.877176029643e-01,-1.090178004376e-01,9.759167619387e-01,2.181432413965e-01,7.184115058224e+01,8.251583073440e-01,0.000000000000e+00,1.003943482262e+00,9.365981221246e-02,-4.190099132708e-01,4.289587148275e-02,WALL,9.737463172148e-02,-4.181260375252e-01,4.289258312544e-02,0.000000000000e+00
-4.799099193559e-01,-1.394267203850e-01,9.602936856769e-01,2.789911060392e-01,7.178237289633e+01,7.076029355243e-01,0.000000000000e+00,1.003349252021e+00,1.532669386962e-01,-5.275482632494e-01,5.489227961118e-02,WALL,1.568273398174e-01,-5.264300383570e-01,5.488578727594e-02,0.000000000000e+00
-4.702082505459e-01,-1.692853867649e-01,9.408807689542e-01,3.387379202453e-01,7.171042833986e+01,5.637138225846e-01,0.000000000000e+00,1.002624111690e+00,2.258929438973e-01,-6.274417892203e-01,6.664272465403e-02,WALL,2.292781128530e-01,-6.261298307027e-01,6.663527352645e-02,0.000000000000e+00
-4.586508845886e-01,-1.984759610624e-01,9.177546256840e-01,3.971478906348e-01,7.162648449384e+01,3.958261305359e-01,0.000000000000e+00,1.001779087856e+00,3.104268939243e-01,-7.173542263573e-01,7.812539463904e-02,WALL,3.136217811941e-01,-7.158726229804e-01,7.811745778830e-02,0.000000000000e+00
-4.452834331275e-01,-2.268832414167e-01,8.910065241884e-01,4.539904997395e-01,7.153201392693e+01,2.068849967109e-01,0.000000000000e+00,1.000828720363e+00,4.056894568898e-01,-7.962103900646e-01,8.933313852722e-02,WALL,4.086793601663e-01,-7.945709500700e-01,8.932382937305e-02,0.000000000000e+00
-4.301586513865e-01,-2.543951172702e-01,8.607420270039e-01,5.090414157504e-01,7.142853546589e+01,-7.192536978096e-05,0.000000000000e+00,9.997876843457e-01,5.103787878646e-01,-8.630033997505e-01,1.002521046351e-01,WALL,5.131401393974e-01,-8.612219185070e-01,1.002402481060e-01,0.000000000000e+00
-4.133362299692e-01,-2.809030118179e-01,8.270805742746e-01,5.620833778521e-01,7.131769825176e+01,-2.217463536250e-01,0.000000000000e+00,9.986723735647e-01,6.227451911260e-01,-9.163417218837e-01,1.108047763240e-01,WALL,6.252431886210e-01,-9.144803554398e-01,1.107920513744e-01,0.000000000000e+00
-3.948825592877e-01,-3.063023105103e-01,7.901550123757e-01,6.129070536530e-01,7.120016182668e+01,-4.568192037767e-01,0.000000000000e+00,9.974911519841e-01,7.399879209763e-01,-9.539866793374e-01,1.207758295288e-01,WALL,7.422025382950e-01,-9.522148969236e-01,1.207722737627e-01,0.000000000000e+00
-3.748704675493e-01,-3.304927739193e-01,7.501110696305e-01,6.613118653237e-01,7.107478823195e+01,-7.075663932475e-01,0.000000000000e+00,9.962313222681e-01,8.582820534491e-01,-9.735298924997e-01,1.298619762478e-01,WALL,8.603601161076e-01,-9.720990052450e-01,1.298926721122e-01,0.000000000000e+00
-3.533789333375e-01,-3.533789333375e-01,7.071067811865e-01,7.071067811865e-01,7.095418977572e+01,-9.487633057039e-01,0.000000000000e+00,9.950185689428e-01,9.772195359353e-01,-9.772195359353e-01,1.383151304563e-01,WALL,9.789817364354e-01,-9.756022698073e-01,1.383258427872e-01,0.000000000000e+00
-3.304927739193e-01,-3.748704675493e-01,6.613118653237e-01,7.501110696305e-01,7.083272189918e+01,-1.191699058779e+00,0.000000000000e+00,9.938013208367e-01,1.096941405503e+00,-9.670839378247e-01,1.463951391610e-01,WALL,1.098666224064e+00,-9.655966636213e-01,1.464266307476e-01,0.000000000000e+00
-3.063023105103e-01,-3.948825592877e-01,6.129070536530e-01,7.901550123757e-01,7.071578204551e+01,-1.425578766118e+00,0.000000000000e+00,9.926264357910e-01,1.216372659782e+00,-9.435153499940e-01,1.541434507254e-01,WALL,1.217840257540e+00,-9.420093309983e-01,1.541674401302e-01,0.000000000000e+00
-2.809030118179e-01,-4.133362299692e-01,5.620833778521e-01,8.270805742746e-01,7.060207350892e+01,-1.652995839305e+00,0.000000000000e+00,9.914845781368e-01,1.332549660979e+00,-9.055998144507e-01,1.613636906644e-01,WALL,1.333785688996e+00,-9.041668574263e-01,1.613856118396e-01,0.000000000000e+00
-2.543951172702e-01,-4.301586513865e-01,5.090414157504e-01,8.607420270039e-01,7.049421986017e+01,-1.868703136797e+00,0.000000000000e+00,9.904004038578e-01,1.443001495894e+00,-8.533887057389e-01,1.679416458282e-01,WALL,1.444035659399e+00,-8.520880266564e-01,1.679646021700e-01,0.000000000000e+00
-2.268832414167e-01,-4.452834331275e-01,4.539904997395e-01,8.910065241884e-01,7.039419350662e+01,-2.068755843913e+00,0.000000000000e+00,9.893935033993e-01,1.545641709006e+00,-7.875437865385e-01,1.738121113311e-01,WALL,1.546510432557e+00,-7.864159080941e-01,1.738383936109e-01,0.000000000000e+00
-1.984759610624e-01,-4.586508845886e-01,3.971478906348e-01,9.177546256840e-01,7.030366707719e+01,-2.249808702755e+00,0.000000000000e+00,9.884807942446e-01,1.638700221373e+00,-7.091289088475e-01,1.789386023682e-01,WALL,1.639439681562e+00,-7.081975625131e-01,1.789695158527e-01,0.000000000000e+00
-1.692853867649e-01,-4.702082505459e-01,3.387379202453e-01,9.408807689542e-01,7.022431866559e+01,-2.408505525972e+00,0.000000000000e+00,9.876791585674e-01,1.720768864388e+00,-6.195149115370e-01,1.833108230104e-01,WALL,1.721416974321e+00,-6.187894065142e-01,1.833472512896e-01,0.000000000000e+00
-1.394267203850e-01,-4.799099193559e-01,2.789911060392e-01,9.602936856769e-01,7.015786138438e+01,-2.541420088375e+00,0.000000000000e+00,9.870052534882e-01,1.790719190663e+00,-5.202520177529e-01,1.869308401728e-01,WALL,1.791331222881e+00,-5.197453292810e-01,1.869755450724e-01,0.000000000000e+00
-1.090178004376e-01,-4.877176029643e-01,2.181432413965e-01,9.759167619387e-01,7.010582441964e+01,-2.645494017863e+00,0.000000000000e+00,9.864745347592e-01,1.847105816847e+00,-4.128770667788e-01,1.897496003004e-01,WALL,1.847765460062e+00,-4.126370827266e-01,1.898089144708e-01,0.000000000000e+00
-7.817863703751e-02,-4.936004880108e-01,1.564344650402e-01,9.876883405951e-01,7.006858341376e+01,-2.719976029628e+00,0.000000000000e+00,9.860853008191e-01,1.887335301967e+00,-2.989245455068e-01,1.915846421857e-01,WALL,1.888094164187e+00,-2.990347719716e-01,1.916616887943e-01,0.000000000000e+00
