x,y,nx,ny,cell_center_u,cell_center_v,cell_center_mach,tangential_wall_shear,boundary_u,boundary_v,boundary_mach,tag
1.913500124916e-05,-5.495555690284e-04,9.993943676096e-01,3.479795957017e-02,1.601036005758e-03,-4.053041009263e-02,6.063133600589e-03,0.000000000000e+00,1.393438139444e-03,-4.001942198260e-02,5.985307142783e-03,bc-4
9.315779180713e-05,-1.627700740414e-03,9.946520240472e-01,1.032828691447e-01,1.270543240100e-02,-1.205778311572e-01,1.812414407483e-02,0.000000000000e+00,1.235884792301e-02,-1.190202518899e-01,1.788533600931e-02,bc-4
2.346344931608e-04,-2.662346979947e-03,9.856752905128e-01,1.686541481034e-01,3.348680793873e-02,-1.946537586537e-01,2.952689614349e-02,0.000000000000e+00,3.287000649246e-02,-1.921040992052e-01,2.913240442992e-02,bc-4
4.390854237922e-04,-3.665068381381e-03,9.729787549752e-01,2.308946564277e-01,6.225733958935e-02,-2.616207518940e-01,4.020645123199e-02,0.000000000000e+00,6.126589036828e-02,-2.581714564349e-01,3.966621440675e-02,bc-4
7.044344396482e-04,-4.648319866488e-03,9.570044912896e-01,2.900731005309e-01,9.730125694883e-02,-3.204830380416e-01,5.008079645177e-02,0.000000000000e+00,9.586140068598e-02,-3.162643858734e-01,4.940965263879e-02,bc-4
1.021556225103e-03,-5.596400208893e-03,9.385996197702e-01,3.450083386923e-01,1.359712167057e-01,-3.695176756755e-01,5.888401987579e-02,0.000000000000e+00,1.340453037666e-01,-3.646719717680e-01,5.809886412220e-02,bc-4
1.378815082818e-03,-6.494614583848e-03,9.187957681603e-01,3.947332471566e-01,1.762419267385e-01,-4.099016756078e-01,6.673694895465e-02,0.000000000000e+00,1.737955004075e-01,-4.045328622557e-01,6.584866128872e-02,bc-4
1.784473100775e-03,-7.375363281045e-03,8.976223486524e-01,4.407653788579e-01,2.186013713429e-01,-4.448821949680e-01,7.415284741253e-02,0.000000000000e+00,2.156220451778e-01,-4.391160828359e-01,7.317580975059e-02,bc-4
2.234481347914e-03,-8.239294274146e-03,8.753098186008e-01,4.835625310763e-01,2.612173315433e-01,-4.724734147752e-01,8.077759563070e-02,0.000000000000e+00,2.576893538280e-01,-4.664505768312e-01,7.972757626937e-02,bc-4
2.708731442500e-03,-9.055525426615e-03,8.532097090887e-01,5.215680131266e-01,3.009286883769e-01,-4.920046928762e-01,8.630771262823e-02,0.000000000000e+00,2.972315842893e-01,-4.862278114856e-01,8.527544520190e-02,bc-4
3.212294286292e-03,-9.842776789700e-03,8.313905417703e-01,5.556885522078e-01,3.395717899175e-01,-5.078283397918e-01,9.143402205776e-02,0.000000000000e+00,3.356378797564e-01,-5.021628708755e-01,9.039591457537e-02,bc-4
3.754717172253e-03,-1.062095390846e-02,8.092361084251e-01,5.874835494045e-01,3.768332138416e-01,-5.188929120034e-01,9.599795765306e-02,0.000000000000e+00,3.724627370414e-01,-5.130531674669e-01,9.490098000667e-02,bc-4
