x,y,nx,ny,pressure,cp,cf,rho,u,v,mach,tag,cell_center_u,cell_center_v,cell_center_mach,tangential_wall_shear
-4.995066821071e-01,-1.569762988233e-02,9.995065603657e-01,3.141075907813e-02,7.331686490951e+01,3.776586961870e+00,0.000000000000e+00,1.020629736841e+00,1.148876488338e-03,-3.655784262608e-02,3.647229215283e-03,WALL,8.036304637927e-01,-6.175522283185e-03,8.004066550855e-02,0.000000000000e+00
-4.975353574357e-01,-4.703093827340e-02,9.955619646031e-01,9.410831331851e-02,7.331686021760e+01,3.776577578050e+00,0.000000000000e+00,1.020563838828e+00,8.894149342744e-03,-9.409027195256e-02,9.423897827333e-03,WALL,8.052590758463e-01,-1.842039315658e-02,8.022294494247e-02,0.000000000000e+00
-4.936004880108e-01,-7.817863703751e-02,9.876883405951e-01,1.564344650402e-01,7.330887156634e+01,3.760600275543e+00,0.000000000000e+00,1.020423946523e+00,2.451228229807e-02,-1.547644594876e-01,1.562425592209e-02,WALL,8.084317395514e-01,-3.036073577311e-02,8.057754642810e-02,0.000000000000e+00
-4.877176029643e-01,-1.090178004376e-01,9.759167619387e-01,2.181432413965e-01,7.329346118691e+01,3.729779516683e+00,0.000000000000e+00,1.020211008686e+00,4.763062003353e-02,-2.130871448259e-01,2.177172511094e-02,WALL,8.130965129055e-01,-4.180469697104e-02,8.109657633969e-02,0.000000000000e+00
-4.799099193559e-01,-1.394267203850e-01,9.602936856769e-01,2.789911060392e-01,7.327069262158e+01,3.684242386017e+00,0.000000000000e+00,1.019925167869e+00,7.788470697750e-02,-2.680809197938e-01,2.783664043626e-02,WALL,8.191771100231e-01,-5.256850129879e-02,8.176869020662e-02,0.000000000000e+00
-4.702082505459e-01,-1.692853867649e-01,9.408807689542e-01,3.387379202453e-01,7.324065035628e+01,3.624157855415e+00,0.000000000000e+00,1.019566669539e+00,1.147974737482e-01,-3.188622498950e-01,3.379373663672e-02,WALL,8.265742429216e-01,-6.247987374204e-02,8.257955302558e-02,0.000000000000e+00
-4.586508845886e-01,-1.984759610624e-01,9.177546256840e-01,3.971478906348e-01,7.320344584001e+01,3.549748822883e+00,0.000000000000e+00,1.019135880725e+00,1.577866259019e-01,-3.646233788654e-01,3.961906252623e-02,WALL,8.351673386361e-01,-7.138074004544e-02,8.351238070922e-02,0.000000000000e+00
-4.452834331275e-01,-2.268832414167e-01,8.910065241884e-01,4.539904997395e-01,7.315921633095e+01,3.461289804762e+00,0.000000000000e+00,1.018633307292e+00,2.061741599895e-01,-4.046395723590e-01,4.528953535199e-02,WALL,8.448169738408e-01,-7.913007961946e-02,8.454856090615e-02,0.000000000000e+00
-4.301586513865e-01,-2.543951172702e-01,8.607420270039e-01,5.090414157504e-01,7.310812244312e+01,3.359102029094e+00,0.000000000000e+00,1.018059599704e+00,2.591969097710e-01,-4.382780390876e-01,5.078277978719e-02,WALL,8.553668381765e-01,-8.560608135115e-02,8.566819099376e-02,0.000000000000e+00
-4.133362299692e-01,-2.809030118179e-01,8.270805742746e-01,5.620833778521e-01,7.305034760753e+01,3.243552357923e+00,0.000000000000e+00,1.017415570983e+00,3.160184240793e-01,-4.650069900085e-01,5.607711848582e-02,WALL,8.666466016763e-01,-9.070789021145e-02,8.685064892253e-02,0.000000000000e+00
-3.948825592877e-01,-3.063023105103e-01,7.901550123757e-01,6.129070536530e-01,7.298609457739e+01,3.115046297631e+00,0.000000000000e+00,1.016702213285e+00,3.757423526118e-01,-4.844041221398e-01,6.115167182032e-02,WALL,8.784747501027e-01,-9.435749849571e-02,8.807508927389e-02,0.000000000000e+00
-3.748704675493e-01,-3.304927739193e-01,7.501110696305e-01,6.613118653237e-01,7.291558273230e+01,2.974022607461e+00,0.000000000000e+00,1.015920722100e+00,4.374265019293e-01,-4.961629731025e-01,6.598640873940e-02,WALL,8.906616578734e-01,-9.650082641734e-02,8.932087713973e-02,0.000000000000e+00
-3.533789333375e-01,-3.533789333375e-01,7.071067811865e-01,7.071067811865e-01,7.283904415667e+01,2.820945456204e+00,0.000000000000e+00,1.015072529626e+00,5.000975417171e-01,-5.000975417171e-01,7.056220085840e-02,WALL,9.030127196166e-01,-9.710838841909e-02,9.056794624670e-02,0.000000000000e+00
-3.304927739193e-01,-3.748704675493e-01,6.613118653237e-01,7.501110696305e-01,7.275671807357e+01,2.656293289991e+00,0.000000000000e+00,1.014159330931e+00,5.627663582477e-01,-4.961452845877e-01,7.486090628330e-02,WALL,9.153315423720e-01,-9.617580413815e-02,9.179709067221e-02,0.000000000000e+00
-3.063023105103e-01,-3.948825592877e-01,6.129070536530e-01,7.901550123757e-01,7.266884375918e+01,2.480544661221e+00,0.000000000000e+00,1.013183134137e+00,6.244435707460e-01,-4.843680836343e-01,7.886544025071e-02,WALL,9.274233070618e-01,-9.372366374528e-02,9.299020914986e-02,0.000000000000e+00
-2.809030118179e-01,-4.133362299692e-01,5.620833778521e-01,8.270805742746e-01,7.257564987800e+01,2.294156898862e+00,0.000000000000e+00,1.012146305934e+00,6.841548446582e-01,-4.649511523066e-01,8.255982213912e-02,WALL,9.390978677961e-01,-8.979700803042e-02,9.413047312757e-02,0.000000000000e+00
