step,physical_time,inner_iterations,inner_residual_ratio,converged,initial_inner_residual,final_inner_residual
1,0.01,17,0.0008221227174,1,0.117129677,9.629496836e-05
2,0.02,26,0.0009628315649,1,0.01587023781,1.528036591e-05
3,0.03,18,0.0009528545164,1,0.01198574528,1.142067153e-05
4,0.04,18,0.0008500510165,1,0.01085798471,9.229840943e-06
5,0.05,18,0.0008691654476,1,0.0102862225,8.940429182e-06
6,0.06,18,0.0008630784151,1,0.009932348447,8.572395556e-06
7,0.07,18,0.0008367268051,1,0.009683235132,8.102222395e-06
8,0.08,18,0.0007966476051,1,0.00948715816,7.557921828e-06
9,0.09,18,0.0007476169218,1,0.009322548063,6.969694686e-06
10,0.1,17,0.0009482709275,1,0.009175359303,8.700726477e-06
11,0.11,17,0.0008674059789,1,0.009032386436,7.834745998e-06
12,0.12,17,0.0007872222211,1,0.008888320727,6.997083584e-06
13,0.13,16,0.0009229336993,1,0.008748182291,8.073992243e-06
14,0.14,15,0.0009527316962,1,0.008617007939,8.20969659e-06
15,0.15,14,0.0009374381844,1,0.008493730955,7.962347725e-06
16,0.16,14,0.0008333910944,1,0.008375234964,6.979846233e-06
17,0.17,14,0.0007387330737,1,0.008260859872,6.102570405e-06
18,0.18,14,0.0006532473537,1,0.00815158675,5.325002472e-06
19,0.19,13,0.0009147434085,1,0.008047442577,7.361345052e-06
20,0.2,13,0.0007900072905,1,0.007947571378,6.27863933e-06
21,0.21,13,0.0006816190706,1,0.00785159705,5.351798284e-06
22,0.22,13,0.0005874257034,1,0.007759714396,4.558255687e-06
23,0.23,12,0.0008949288941,1,0.007671270569,6.865241686e-06
24,0.24,12,0.0007336715648,1,0.007584263585,5.564358533e-06
25,0.25,12,0.0006074590328,1,0.00749660985,4.553883369e-06
26,0.26,11,0.0008518066726,1,0.007407375323,6.309651727e-06
27,0.27,11,0.0007260519142,1,0.007316558247,5.312201121e-06
28,0.28,11,0.0006617767931,1,0.007224366709,4.780918233e-06
29,0.29,10,0.0009818268598,1,0.007131101583,7.001507074e-06
30,0.3,10,0.0009571299891,1,0.007037455982,6.735760167e-06
31,0.31,10,0.00095657942,1,0.006944467779,6.642934961e-06
32,0.32,10,0.0009584680291,1,0.006852982569,6.568364696e-06
33,0.33,10,0.0009512483202,1,0.006763200575,6.433483186e-06
34,0.34,10,0.0009301422377,1,0.006674556525,6.208286941e-06
35,0.35,10,0.0008953692458,1,0.006585854581,5.896771649e-06
36,0.36,10,0.0008506347979,1,0.006495833252,5.525581805e-06
37,0.37,10,0.0008014866633,1,0.006404247924,5.1329193e-06
38,0.38,10,0.0007538534203,1,0.006312641767,4.758806588e-06
39,0.39,10,0.0007123810212,1,0.006223686278,4.433635986e-06
40,0.4,10,0.0006788442065,1,0.006139314301,4.167637945e-06
41,0.41,10,0.0006511536059,1,0.006059340028,3.945561108e-06
42,0.42,10,0.0006242438485,1,0.005981821052,3.734114995e-06
43,0.43,10,0.0005934334693,1,0.005904563835,3.503965801e-06
44,0.44,9,0.0009798142748,1,0.005826263073,5.708655728e-06
45,0.45,9,0.0009494907554,1,0.005746583189,5.456327613e-06
46,0.46,9,0.0009260082406,1,0.005665705128,5.246489638e-06
47,0.47,9,0.0009109950333,1,0.005584111609,5.087097941e-06
48,0.48,9,0.000905366853,1,0.005502736669,4.981995381e-06
49,0.49,9,0.0009087394058,1,0.005422996538,4.928090652e-06
50,0.5,9,0.0009191368299,1,0.005346332056,4.914010698e-06
