step,physical_time,inner_iterations,inner_residual_ratio,converged,initial_inner_residual,final_inner_residual
1,0.01,19,0.0008966599492,1,0.117129677,0.0001050254902
2,0.02,29,0.0009656939336,1,0.01586662488,1.532230339e-05
3,0.03,20,0.0009740845833,1,0.01198081534,1.167032752e-05
4,0.04,19,0.0009912721407,1,0.01085321194,1.075848664e-05
5,0.05,20,0.0008321421951,1,0.01028188906,8.555993733e-06
6,0.06,20,0.0008381818444,1,0.009928220184,8.321653906e-06
7,0.07,19,0.0009957189083,1,0.009679308255,9.637870249e-06
8,0.08,19,0.000957151772,1,0.009483522905,9.077170753e-06
9,0.09,19,0.0009072823535,1,0.009319118363,8.455071641e-06
10,0.1,19,0.0008502940257,1,0.009172096772,7.798979089e-06
11,0.11,18,0.0009449079822,1,0.009029262128,8.531821859e-06
12,0.12,18,0.0008697104136,1,0.008885390649,7.727716776e-06
13,0.13,18,0.0007969126574,1,0.008745396481,6.96931715e-06
14,0.14,17,0.0009334652474,1,0.008614327027,8.041174909e-06
15,0.15,17,0.0008427458402,1,0.008491160651,7.155890317e-06
16,0.16,17,0.0007590137543,1,0.008372719735,6.35500944e-06
17,0.17,17,0.0006817385888,1,0.008258415021,5.630080203e-06
18,0.18,16,0.0008947324331,1,0.008149211773,7.291364078e-06
19,0.19,16,0.0007873925567,1,0.008045142986,6.334685705e-06
20,0.2,16,0.0006927486237,1,0.007945320252,5.50410967e-06
21,0.21,15,0.000941382015,1,0.007849396073,7.389280292e-06
22,0.22,15,0.0008030891244,1,0.007757563137,6.230014587e-06
23,0.23,15,0.0006820586492,1,0.007669163143,5.230819054e-06
24,0.24,14,0.000867778754,1,0.007582196356,6.579668907e-06
25,0.25,14,0.0007186266919,1,0.007494581038,5.385805978e-06
26,0.26,13,0.000889249707,1,0.007405382815,6.585234499e-06
27,0.27,13,0.0007470970705,1,0.007314600445,5.464716564e-06
28,0.28,12,0.0009761959173,1,0.007222442441,7.050518824e-06
29,0.29,12,0.0008837307957,1,0.007129205328,6.300298297e-06
30,0.3,12,0.0008344429008,1,0.007035592731,5.870800407e-06
31,0.31,12,0.0008127195612,1,0.006942637039,5.642416928e-06
32,0.32,12,0.0008021821847,1,0.006851181845,5.495896021e-06
33,0.33,12,0.0007911674377,1,0.00676142644,5.349420432e-06
34,0.34,12,0.0007730602958,1,0.006672805623,5.158481089e-06
35,0.35,12,0.00074605663,1,0.006584124268,4.912129562e-06
36,0.36,12,0.0007121339316,1,0.006494121904,4.624684564e-06
37,0.37,12,0.000675530628,1,0.00640255469,4.325121791e-06
38,0.38,11,0.0009811668369,1,0.006310965785,6.192110337e-06
39,0.39,11,0.0009470603594,1,0.006222022515,5.89263088e-06
40,0.4,11,0.0009222043998,1,0.006137662614,5.660179467e-06
41,0.41,11,0.0009042189171,1,0.006057699922,5.477486863e-06
42,0.42,11,0.0008889655808,1,0.005980192143,5.316184982e-06
43,0.43,11,0.0008728081795,1,0.005902945108,5.152138773e-06
44,0.44,11,0.0008543477166,1,0.005824652494,4.976278558e-06
45,0.45,11,0.0008351744869,1,0.005744979126,4.798059994e-06
46,0.46,11,0.000818704294,1,0.005664105684,4.637227645e-06
47,0.47,11,0.0008080613839,1,0.005582515619,4.511015297e-06
48,0.48,11,0.000803462967,1,0.005501144424,4.41996582e-06
49,0.49,11,0.0008043734518,1,0.005421409118,4.360837566e-06
50,0.5,11,0.000809387555,1,0.005344750237,4.325974326e-06
