x,y,nx,ny,pressure,cp,cf,rho,u,v,mach,tag,cell_center_u,cell_center_v,cell_center_mach,tangential_wall_shear
1.913500124916e-05,-5.495555690284e-04,9.993943676096e-01,3.479795957017e-02,3.224949988445e+01,1.006936276840e+00,0.000000000000e+00,1.008948849847e+00,1.395319902656e-03,-4.007346605814e-02,5.994170261378e-03,bc-4,1.777832093782e-03,-4.068587739856e-02,6.088179420339e-03,0.000000000000e+00
9.315779180713e-05,-1.627700740414e-03,9.946520240472e-01,1.032828691447e-01,3.224348487954e+01,9.949062670126e-01,0.000000000000e+00,1.008768238153e+00,1.265449547241e-02,-1.218674465491e-01,1.831585664535e-02,bc-4,1.316968083474e-02,-1.234470400614e-01,1.856036533930e-02,0.000000000000e+00
2.346344931608e-04,-2.662346979947e-03,9.856752905128e-01,1.686541481034e-01,3.222938884127e+01,9.667141904861e-01,0.000000000000e+00,1.008498685896e+00,3.390015405179e-02,-1.981246507672e-01,3.005053857024e-02,bc-4,3.465205082837e-02,-2.005684098203e-01,3.043309365033e-02,0.000000000000e+00
4.390854237922e-04,-3.665068381381e-03,9.729787549752e-01,2.308946564277e-01,3.220911706348e+01,9.261706348997e-01,0.000000000000e+00,1.008062276613e+00,6.337213920498e-02,-2.670470857045e-01,4.103691824672e-02,bc-4,6.447928668957e-02,-2.703428348961e-01,4.155909396240e-02,0.000000000000e+00
7.044344396482e-04,-4.648319866488e-03,9.570044912896e-01,2.900731005309e-01,3.218472101600e+01,8.773785399359e-01,0.000000000000e+00,1.007557109609e+00,9.903658765198e-02,-3.267399114618e-01,5.105451497686e-02,bc-4,1.006489359269e-01,-3.310366699957e-01,5.174465222137e-02,0.000000000000e+00
1.021556225103e-03,-5.596400208893e-03,9.385996197702e-01,3.450083386923e-01,3.215611006151e+01,8.201566309621e-01,0.000000000000e+00,1.006968624374e+00,1.377413819791e-01,-3.747272000505e-01,5.970999604885e-02,bc-4,1.400868315060e-01,-3.803054366825e-01,6.061992409268e-02,0.000000000000e+00
1.378815082818e-03,-6.494614583848e-03,9.187957681603e-01,3.947332471566e-01,3.212527763567e+01,7.584917792774e-01,0.000000000000e+00,1.006240202719e+00,1.774590657652e-01,-4.130603130626e-01,6.724466794943e-02,bc-4,1.807231369959e-01,-4.199318644453e-01,6.838814931811e-02,0.000000000000e+00
1.784473100775e-03,-7.375363281045e-03,8.976223486524e-01,4.407653788579e-01,3.209692208965e+01,7.017806872301e-01,0.000000000000e+00,1.005649730737e+00,2.198710376537e-01,-4.477691912436e-01,7.462566438930e-02,bc-4,2.239295699936e-01,-4.553165417767e-01,7.591331451556e-02,0.000000000000e+00
2.234481347914e-03,-8.239294274146e-03,8.753098186008e-01,4.835625310763e-01,3.206451142602e+01,6.369593599732e-01,0.000000000000e+00,1.005047346170e+00,2.637185992266e-01,-4.773642795212e-01,8.160279750192e-02,bc-4,2.681532775012e-01,-4.845657373670e-01,8.287271680174e-02,0.000000000000e+00
2.708731442500e-03,-9.055525426615e-03,8.532097090887e-01,5.215680131266e-01,3.203425535057e+01,5.764472090833e-01,0.000000000000e+00,1.004434844610e+00,3.051191384264e-01,-4.991307073714e-01,8.754836727075e-02,bc-4,3.094319171603e-01,-5.055793951291e-01,8.871392798834e-02,0.000000000000e+00
3.212294286292e-03,-9.842776789700e-03,8.313905417703e-01,5.556885522078e-01,3.200700275959e+01,5.219420271161e-01,0.000000000000e+00,1.003867640736e+00,3.450699483312e-01,-5.162746112942e-01,9.294529175004e-02,bc-4,3.494985477691e-01,-5.224071806012e-01,9.408242335618e-02,0.000000000000e+00
3.754717172253e-03,-1.062095390846e-02,8.092361084251e-01,5.874835494045e-01,3.198099036852e+01,4.699172449777e-01,0.000000000000e+00,1.003374381456e+00,3.829257928712e-01,-5.274656264890e-01,9.757542288705e-02,bc-4,3.877811341566e-01,-5.337436597370e-01,9.876795659310e-02,0.000000000000e+00
4.321999690633e-03,-1.137402606599e-02,7.876574461496e-01,6.161134209909e-01,3.196443661775e+01,4.368097434272e-01,0.000000000000e+00,1.003074154188e+00,4.175459554259e-01,-5.338029812301e-01,1.014641419705e-01,bc-4,4.217800358498e-01,-5.392335889828e-01,1.025009250819e-01,0.000000000000e+00
4.897447488290e-03,-1.208541960185e-02,7.667769880648e-01,6.419135849740e-01,3.194701495747e+01,4.019664228848e-01,0.000000000000e+00,1.002741737018e+00,4.500129457085e-01,-5.375483229795e-01,1.049696686246e-01,bc-4,4.535149019357e-01,-5.421164520961e-01,1.058368044618e-01,0.000000000000e+00
5.511098472117e-03,-1.279505896759e-02,7.466579844938e-01,6.652081284768e-01,3.192565026779e+01,3.592370435145e-01,0.000000000000e+00,1.002326905702e+00,4.815712536728e-01,-5.405361213502e-01,1.084111141697e-01,bc-4,4.856736694643e-01,-5.454742217899e-01,1.093776706403e-01,0.000000000000e+00
6.162708931538e-03,-1.350527885328e-02,7.266612641268e-01,6.869959295496e-01,3.190503437450e+01,3.180052569439e-01,0.000000000000e+00,1.001929372804e+00,5.138394236206e-01,-5.435071578534e-01,1.120206752031e-01,bc-4,5.181547847301e-01,-5.484562462903e-01,1.130091026866e-01,0.000000000000e+00
6.817833219012e-03,-1.417925776943e-02,7.070630654251e-01,7.071504942455e-01,3.188389748160e+01,2.757314711428e-01,0.000000000000e+00,1.001510348102e+00,5.462101800617e-01,-5.461426491583e-01,1.156980239366e-01,bc-4,5.498997977342e-01,-5.503108399721e-01,1.165362308018e-01,0.000000000000e+00
7.493462380569e-03,-1.483767639851e-02,6.889885341974e-01,7.247722399103e-01,3.185419603418e+01,2.163285762878e-01,0.000000000000e+00,1.000900376201e+00,5.754296946018e-01,-5.470193806904e-01,1.189429766877e-01,bc-4,5.796413602640e-01,-5.511458518691e-01,1.198307580438e-01,0.000000000000e+00
8.213478615941e-03,-1.550483201013e-02,6.706523122079e-01,7.417718491088e-01,3.182746142400e+01,1.628593559348e-01,0.000000000000e+00,1.000352264736e+00,6.006399156359e-01,-5.430518139905e-01,1.213263980136e-01,bc-4,6.060109584148e-01,-5.477313014507e-01,1.223966773694e-01,0.000000000000e+00
8.956930397157e-03,-1.616139814354e-02,6.529456136386e-01,7.574047964134e-01,3.181016217386e+01,1.282608556480e-01,0.000000000000e+00,1.000030949021e+00,6.214977484644e-01,-5.357824913015e-01,1.229620994067e-01,bc-4,6.273765144424e-01,-5.407161570213e-01,1.241151106226e-01,0.000000000000e+00
9.697345360974e-03,-1.678604188620e-02,6.364280040429e-01,7.713361107001e-01,3.179402894880e+01,9.599440552867e-02,0.000000000000e+00,9.997479302204e-01,6.398030470412e-01,-5.279003155179e-01,1.243114398471e-01,bc-4,6.460745948830e-01,-5.329691597342e-01,1.255223656996e-01,0.000000000000e+00
1.048933990457e-02,-1.742462077492e-02,6.198352096385e-01,7.847320006807e-01,3.177918517435e+01,6.630685663346e-02,0.000000000000e+00,9.994865537853e-01,6.583214887324e-01,-5.199875086323e-01,1.257389269014e-01,bc-4,6.653766460768e-01,-5.254468216150e-01,1.270778123937e-01,0.000000000000e+00
1.133628341703e-02,-1.807951244515e-02,6.033976931959e-01,7.974404202483e-01,3.176612528313e+01,4.018707419500e-02,0.000000000000e+00,9.992767417232e-01,6.761295498069e-01,-5.116056325914e-01,1.270949870868e-01,bc-4,6.838703514183e-01,-5.173542592845e-01,1.285414300521e-01,0.000000000000e+00
1.218243072842e-02,-1.870670559107e-02,5.873495879629e-01,8.093333438823e-01,3.175172842997e+01,1.139336787290e-02,0.000000000000e+00,9.990243565915e-01,6.947248027355e-01,-5.041758500607e-01,1.286843417995e-01,bc-4,7.018979123275e-01,-5.093235052126e-01,1.300087382507e-01,0.000000000000e+00
1.305567585734e-02,-1.932851061297e-02,5.730721271106e-01,8.195049341699e-01,3.173510233215e+01,-2.185882776442e-02,0.000000000000e+00,9.986945919298e-01,7.116737894994e-01,-4.976668173089e-01,1.302002380437e-01,bc-4,7.186798767566e-01,-5.023597007118e-01,1.314644890396e-01,0.000000000000e+00
1.399777969410e-02,-1.997368528241e-02,5.574880229613e-01,8.301849819496e-01,3.172272108798e+01,-4.662131610754e-02,0.000000000000e+00,9.984523473069e-01,7.274684610267e-01,-4.885115521508e-01,1.313874045715e-01,bc-4,7.348462624396e-01,-4.932897251051e-01,1.327055317584e-01,0.000000000000e+00
1.497717556801e-02,-2.061889238972e-02,5.426117885322e-01,8.399835992124e-01,3.170963002534e+01,-7.280344137782e-02,0.000000000000e+00,9.982484650937e-01,7.391520486677e-01,-4.774767215704e-01,1.319540422158e-01,bc-4,7.459685726665e-01,-4.816680953832e-01,1.331530815843e-01,0.000000000000e+00
1.595146068223e-02,-2.123709844772e-02,5.287776567780e-01,8.487603841441e-01,3.169900391137e+01,-9.405566932108e-02,0.000000000000e+00,9.980631015530e-01,7.513405034291e-01,-4.680850782713e-01,1.327528566540e-01,bc-4,7.574407478839e-01,-4.716838310132e-01,1.338142129743e-01,0.000000000000e+00
1.700567193007e-02,-2.188107194760e-02,5.148006019065e-01,8.573099441140e-01,3.168967331612e+01,-1.127168598242e-01,0.000000000000e+00,9.979004461282e-01,7.657117569532e-01,-4.597973884156e-01,1.339516796461e-01,bc-4,7.713708946693e-01,-4.629967963489e-01,1.349258221350e-01,0.000000000000e+00
1.814718312240e-02,-2.255363119082e-02,5.004040478151e-01,8.657920009623e-01,3.168030990012e+01,-1.314436918272e-01,0.000000000000e+00,9.977274451281e-01,7.802126265470e-01,-4.509415148750e-01,1.351595186095e-01,bc-4,7.853731220706e-01,-4.537679489181e-01,1.360416565284e-01,0.000000000000e+00
1.929077874545e-02,-2.320316385825e-02,4.872281616375e-01,8.732747096460e-01,3.167069963282e+01,-1.506642264193e-01,0.000000000000e+00,9.975674366059e-01,7.920072443619e-01,-4.418864183418e-01,1.360368466955e-01,bc-4,7.969348603081e-01,-4.444782161924e-01,1.368713240038e-01,0.000000000000e+00
2.047671613898e-02,-2.385293775339e-02,4.741917923148e-01,8.804215718059e-01,3.166071553601e+01,-1.706324200438e-01,0.000000000000e+00,9.973900479876e-01,8.035288654501e-01,-4.327776659344e-01,1.369048842094e-01,bc-4,8.086216184267e-01,-4.353543074449e-01,1.377599876325e-01,0.000000000000e+00
2.177101102824e-02,-2.453692498857e-02,4.608486966314e-01,8.874787202030e-01,3.165341678801e+01,-1.852299160483e-01,0.000000000000e+00,9.972581348652e-01,8.142476607102e-01,-4.228213754665e-01,1.376347343507e-01,bc-4,8.199025151656e-01,-4.256121368450e-01,1.385796662425e-01,0.000000000000e+00
2.312715210016e-02,-2.522842800805e-02,4.475767905336e-01,8.942455012890e-01,3.164128389333e+01,-2.094957054061e-01,0.000000000000e+00,9.970411084478e-01,8.217281255251e-01,-4.112812830298e-01,1.378595491462e-01,bc-4,8.269969540787e-01,-4.136751849593e-01,1.387254755664e-01,0.000000000000e+00
2.447949810551e-02,-2.589376411597e-02,4.352457921153e-01,9.003116685048e-01,3.163261914818e+01,-2.268251956982e-01,0.000000000000e+00,9.969114723449e-01,8.280363859069e-01,-4.003051002137e-01,1.379917889951e-01,bc-4,8.327791944708e-01,-4.023740101174e-01,1.387656482465e-01,0.000000000000e+00
2.595296181425e-02,-2.659264080362e-02,4.228265925862e-01,9.062106116141e-01,3.162998679354e+01,-2.320899049882e-01,0.000000000000e+00,9.968666039425e-01,8.385210108313e-01,-3.912434673328e-01,1.388320722520e-01,bc-4,8.435724250916e-01,-3.934368828038e-01,1.396568787854e-01,0.000000000000e+00
2.756059229786e-02,-2.732903727514e-02,4.101025126476e-01,9.120394339721e-01,3.162375426938e+01,-2.445549533017e-01,0.000000000000e+00,9.967501816173e-01,8.509852056933e-01,-3.826492123930e-01,1.400008988981e-01,bc-4,8.554633555371e-01,-3.845191675291e-01,1.407276053672e-01,0.000000000000e+00
2.917757709580e-02,-2.804401787776e-02,3.986383808024e-01,9.171081950082e-01,3.161740052156e+01,-2.572624489481e-01,0.000000000000e+00,9.966347547412e-01,8.608741143284e-01,-3.741951766198e-01,1.408510181597e-01,bc-4,8.645880308544e-01,-3.757170035932e-01,1.414522148830e-01,0.000000000000e+00
3.085834746133e-02,-2.876050076655e-02,3.860748428835e-01,9.224674605061e-01,3.160963453338e+01,-2.727944253089e-01,0.000000000000e+00,9.964861830811e-01,8.697152709702e-01,-3.639967814246e-01,1.414776787418e-01,bc-4,8.728686470161e-01,-3.652503981756e-01,1.419861826445e-01,0.000000000000e+00
3.270227436646e-02,-2.951786119900e-02,3.743666969390e-01,9.272807429376e-01,3.160515923533e+01,-2.817450213997e-01,0.000000000000e+00,9.964062567282e-01,8.759342599213e-01,-3.536368226343e-01,1.417540533152e-01,bc-4,8.793522915164e-01,-3.549380226138e-01,1.423020186031e-01,0.000000000000e+00
3.464338601385e-02,-3.028723103490e-02,3.625206607229e-01,9.319757349572e-01,3.159762780867e+01,-2.968078747230e-01,0.000000000000e+00,9.962965016343e-01,8.809904865838e-01,-3.426883783638e-01,1.418631695554e-01,bc-4,8.845318488009e-01,-3.438970814528e-01,1.424224135383e-01,0.000000000000e+00
3.658302613737e-02,-3.102852754636e-02,3.514336773985e-01,9.362127805099e-01,3.159315253157e+01,-3.057584289250e-01,0.000000000000e+00,9.962144566474e-01,8.881079034656e-01,-3.333761650547e-01,1.423662643252e-01,bc-4,8.915004136912e-01,-3.345284093340e-01,1.429021550477e-01,0.000000000000e+00
3.869756872879e-02,-3.180677051591e-02,3.402459723103e-01,9.403364708053e-01,3.158897813913e+01,-3.141072138123e-01,0.000000000000e+00,9.961306808612e-01,8.961160737775e-01,-3.242455166757e-01,1.430234792725e-01,bc-4,8.991744592302e-01,-3.252420051754e-01,1.435047804522e-01,0.000000000000e+00
4.100895065534e-02,-3.262676978952e-02,3.285196443923e-01,9.444971377661e-01,3.158354521010e+01,-3.249730718558e-01,0.000000000000e+00,9.960624030086e-01,9.016113302815e-01,-3.136028916982e-01,1.432740481517e-01,bc-4,9.046849357553e-01,-3.145536073898e-01,1.437549713292e-01,0.000000000000e+00
4.334134846603e-02,-3.342287920336e-02,3.175031430945e-01,9.482572193899e-01,3.157919688685e+01,-3.336697183673e-01,0.000000000000e+00,9.959840220911e-01,9.079183431703e-01,-3.039965546639e-01,1.437084350457e-01,bc-4,9.103352767060e-01,-3.047046610286e-01,1.440847723508e-01,0.000000000000e+00
4.576331470071e-02,-3.421869204084e-02,3.071748392334e-01,9.516530975844e-01,3.157530745392e+01,-3.414485842261e-01,0.000000000000e+00,9.959027131725e-01,9.135293439892e-01,-2.948692439369e-01,1.440835772674e-01,bc-4,9.155410247310e-01,-2.954266234810e-01,1.443955559160e-01,0.000000000000e+00
4.841884410039e-02,-3.505777283856e-02,2.959850979846e-01,9.551925574307e-01,3.157107532395e+01,-3.499128441613e-01,0.000000000000e+00,9.958464613322e-01,9.176705561959e-01,-2.843581719521e-01,1.442060080370e-01,bc-4,9.200631974777e-01,-2.849913833513e-01,1.445757486955e-01,0.000000000000e+00
5.121921666593e-02,-3.590777908093e-02,2.848854368111e-01,9.585615723014e-01,3.156794627002e+01,-3.561709520294e-01,0.000000000000e+00,9.958091501579e-01,9.222972882240e-01,-2.741076561149e-01,1.444281309872e-01,bc-4,9.245859442121e-01,-2.746881666506e-01,1.447806498117e-01,0.000000000000e+00
5.402071677791e-02,-3.672522167522e-02,2.753082119937e-01,9.613560154328e-01,3.156503275087e+01,-3.619979903230e-01,0.000000000000e+00,9.957422628741e-01,9.279878657862e-01,-2.657524121970e-01,1.448986634870e-01,bc-4,9.296558566419e-01,-2.661437863299e-01,1.451543987789e-01,0.000000000000e+00
5.706248713300e-02,-3.757739142348e-02,2.650188922181e-01,9.642432197156e-01,3.156114162422e+01,-3.697802436190e-01,0.000000000000e+00,9.956859501896e-01,9.330807235064e-01,-2.564539886179e-01,1.452624763054e-01,bc-4,9.347215028588e-01,-2.568084156450e-01,1.455126291538e-01,0.000000000000e+00
6.037909833653e-02,-3.847023560835e-02,2.549638131157e-01,9.669505954295e-01,3.155909957076e+01,-3.738643505498e-01,0.000000000000e+00,9.956368914435e-01,9.394699950585e-01,-2.477177772889e-01,1.458487795612e-01,bc-4,9.408262555683e-01,-2.479930589822e-01,1.460552103389e-01,0.000000000000e+00
6.373203938436e-02,-3.933483005994e-02,2.444061276869e-01,9.696729576249e-01,3.155542847507e+01,-3.812065419184e-01,0.000000000000e+00,9.955652310448e-01,9.445274178429e-01,-2.380681928622e-01,1.462254905253e-01,bc-4,9.453423044502e-01,-2.382097828339e-01,1.463485544623e-01,0.000000000000e+00
6.720362811881e-02,-4.019155965795e-02,2.350820497313e-01,9.719755294729e-01,3.155401913549e+01,-3.840252210742e-01,0.000000000000e+00,9.955418332927e-01,9.478813621518e-01,-2.292546332288e-01,1.463986424881e-01,bc-4,9.485562545214e-01,-2.293572298618e-01,1.465001493375e-01,0.000000000000e+00
7.099340333903e-02,-4.108705697783e-02,2.253382946276e-01,9.742805822628e-01,3.155171157202e+01,-3.886403480302e-01,0.000000000000e+00,9.954965179491e-01,9.516333570117e-01,-2.201002890581e-01,1.466324202445e-01,bc-4,9.521818130758e-01,-2.201635574573e-01,1.467140952861e-01,0.000000000000e+00
7.498615211468e-02,-4.198969335521e-02,2.156589645403e-01,9.764687455384e-01,3.154959905840e+01,-3.928653752660e-01,0.000000000000e+00,9.954747946274e-01,9.545810902121e-01,-2.108249449105e-01,1.467603280545e-01,bc-4,9.553272333128e-01,-2.109099632787e-01,1.468714436356e-01,0.000000000000e+00
7.898248634194e-02,-4.285285651807e-02,2.065718626304e-01,9.784314312048e-01,3.154768699722e+01,-3.966894976267e-01,0.000000000000e+00,9.954452675575e-01,9.586605361897e-01,-2.023977217771e-01,1.470941387749e-01,bc-4,9.591751485697e-01,-2.024405607912e-01,1.471700464590e-01,0.000000000000e+00
8.329176206970e-02,-4.374023495831e-02,1.974555767977e-01,9.803118356888e-01,3.154634725652e+01,-3.993689790136e-01,0.000000000000e+00,9.954194404460e-01,9.623955953024e-01,-1.938468663336e-01,1.473852023495e-01,bc-4,9.627462343349e-01,-1.938528709878e-01,1.474362120621e-01,0.000000000000e+00
8.796539140404e-02,-4.465804016847e-02,1.880360518407e-01,9.821621267429e-01,3.154491798204e+01,-4.022275279834e-01,0.000000000000e+00,9.953983392321e-01,9.656090759207e-01,-1.848669515081e-01,1.476005217464e-01,bc-4,9.658671535853e-01,-1.848548979360e-01,1.476374017719e-01,0.000000000000e+00
9.269443218750e-02,-4.554103846387e-02,1.790491318666e-01,9.838401335470e-01,3.154350052842e+01,-4.050624352320e-01,0.000000000000e+00,9.953765426259e-01,9.683159671259e-01,-1.762238877788e-01,1.477635437264e-01,bc-4,9.684173245189e-01,-1.761816423948e-01,1.477766475023e-01,0.000000000000e+00
