x,y,nx,ny,cell_center_u,cell_center_v,cell_center_mach,tangential_wall_shear,boundary_u,boundary_v,boundary_mach,tag
1.913500124916e-05,-5.495555690284e-04,9.993943676096e-01,3.479795957017e-02,4.133375748197e-01,-2.067703624530e-02,2.901963131043e-01,0.000000000000e+00,1.262693401284e-03,-3.626444449180e-02,2.544396096980e-02,bc-4
9.315779180713e-05,-1.627700740414e-03,9.946520240472e-01,1.032828691447e-01,4.177432182597e-01,-6.046434042130e-02,2.961589823047e-01,0.000000000000e+00,1.069099338996e-02,-1.029581991909e-01,7.258288748170e-02,bc-4
2.346344931608e-04,-2.662346979947e-03,9.856752905128e-01,1.686541481034e-01,4.268968237924e-01,-9.806254216197e-02,3.077027259131e-01,0.000000000000e+00,2.844476006956e-02,-1.662413730135e-01,1.183368422241e-01,bc-4
4.390854237922e-04,-3.665068381381e-03,9.729787549752e-01,2.308946564277e-01,4.401630171814e-01,-1.328588719131e-01,3.235559654634e-01,0.000000000000e+00,5.331350542444e-02,-2.246604964090e-01,1.622071234568e-01,bc-4
7.044344396482e-04,-4.648319866488e-03,9.570044912896e-01,2.900731005309e-01,4.569301326742e-01,-1.646101126570e-01,3.425387413835e-01,0.000000000000e+00,8.414435080823e-02,-2.776076840380e-01,2.041400897213e-01,bc-4
1.021556225103e-03,-5.596400208893e-03,9.385996197702e-01,3.450083386923e-01,4.762033148908e-01,-1.925350772179e-01,3.631993155937e-01,0.000000000000e+00,1.190329700511e-01,-3.238307249429e-01,2.433404267108e-01,bc-4
1.378815082818e-03,-6.494614583848e-03,9.187957681603e-01,3.947332471566e-01,4.968056698136e-01,-2.161940631123e-01,3.841709992312e-01,0.000000000000e+00,1.558184635575e-01,-3.626888435397e-01,2.791315084590e-01,bc-4
1.784473100775e-03,-7.375363281045e-03,8.976223486524e-01,4.407653788579e-01,5.184224198770e-01,-2.364839960813e-01,4.052154501536e-01,0.000000000000e+00,1.942796247036e-01,-3.956520665794e-01,3.125516181725e-01,bc-4
2.234481347914e-03,-8.239294274146e-03,8.753098186008e-01,4.835625310763e-01,5.407442389837e-01,-2.537157026142e-01,4.260812382345e-01,0.000000000000e+00,2.338378420852e-01,-4.232763003412e-01,3.439093089031e-01,bc-4
2.708731442500e-03,-9.055525426615e-03,8.532097090887e-01,5.215680131266e-01,5.625851811523e-01,-2.674041800413e-01,4.457067964400e-01,0.000000000000e+00,2.720404162622e-01,-4.450187100777e-01,3.720884856096e-01,bc-4
3.212294286292e-03,-9.842776789700e-03,8.313905417703e-01,5.556885522078e-01,5.836853992590e-01,-2.782789751790e-01,4.640812262284e-01,0.000000000000e+00,3.088000506765e-01,-4.620095922628e-01,3.976532412153e-01,bc-4
