step,inner_iterations,linear_residual_ratio,converged,min_dtau,max_dtau
1,3,2.479324689e-08,1,0,0
2,3,3.74717034e-08,1,5.440679461e-09,0.1589650906
3,3,5.12011133e-08,1,5.442338668e-09,0.1591115703
4,3,6.599538104e-08,1,5.444007547e-09,0.159258185
5,3,8.188589612e-08,1,5.445686721e-09,0.1594049348
6,3,9.890133339e-08,1,5.447376699e-09,0.1595518198
7,3,1.170625727e-07,1,5.449077894e-09,0.1596988401
8,3,1.363809621e-07,1,5.450790638e-09,0.1598459959
9,3,1.568575381e-07,1,5.452515198e-09,0.1599932874
10,3,1.784826826e-07,1,5.454251786e-09,0.1601407145
11,3,2.012360023e-07,1,5.456000568e-09,0.1602882775
12,3,2.25086433e-07,1,5.457761671e-09,0.1604359765
13,3,2.499925578e-07,1,5.459535192e-09,0.1605838115
14,3,2.759031234e-07,1,5.461321201e-09,0.1607317828
15,3,3.027577484e-07,1,5.463119747e-09,0.1608798905
16,3,3.304878277e-07,1,5.464930862e-09,0.1610281346
17,3,3.590175731e-07,1,5.466754564e-09,0.1611765153
18,3,3.882651807e-07,1,5.468590859e-09,0.1613250327
19,3,4.181440857e-07,1,5.470439743e-09,0.161473687
20,3,4.485642683e-07,1,5.472301207e-09,0.1616224783
21,3,4.794335723e-07,1,5.474175234e-09,0.1617714067
22,3,5.106590019e-07,1,5.476061803e-09,0.1619204723
23,3,5.421479613e-07,1,5.47796089e-09,0.1620696753
24,3,5.738094106e-07,1,5.479872468e-09,0.1622190157
25,3,6.055549108e-07,1,5.481796508e-09,0.1623684938
26,3,6.372995437e-07,1,5.483732978e-09,0.1625181096
27,3,6.68962691e-07,1,5.48568185e-09,0.1626678632
28,3,7.004686692e-07,1,5.487643089e-09,0.1628177549
29,3,7.317472191e-07,1,5.489616665e-09,0.1629677847
30,3,7.627338539e-07,1,5.491602546e-09,0.1631179527
31,3,7.933700742e-07,1,5.493600701e-09,0.1632682591
32,3,8.236034625e-07,1,5.495610864e-09,0.163418704
33,3,8.533876688e-07,1,5.497633129e-09,0.1635692875
34,3,8.82682304e-07,1,5.499667597e-09,0.1637200098
35,3,9.114527556e-07,1,5.501293654e-09,0.1638708709
36,3,9.396699399e-07,1,5.502796203e-09,0.1640218711
37,3,9.673100073e-07,1,5.504312682e-09,0.1641730104
38,3,9.943540107e-07,1,5.505843063e-09,0.164324289
39,3,1.020787553e-06,1,5.507387314e-09,0.164475707
40,3,1.04660042e-06,1,5.508945407e-09,0.1646272645
41,3,1.071786211e-06,1,5.510517311e-09,0.1647789617
42,3,1.09634197e-06,1,5.512102997e-09,0.1649307986
43,3,1.120267831e-06,1,5.513702435e-09,0.1650827755
44,3,1.143566675e-06,1,5.515315595e-09,0.1652348924
45,3,1.166243798e-06,1,5.516942447e-09,0.1653871494
46,3,1.188306609e-06,1,5.518582962e-09,0.1655395468
47,3,1.209764345e-06,1,5.520237109e-09,0.1656920846
48,3,1.23062781e-06,1,5.52190486e-09,0.1658447629
49,3,1.250909125e-06,1,5.523586186e-09,0.165997582
50,3,1.270621514e-06,1,5.525281057e-09,0.1661505418
51,3,1.289779105e-06,1,5.526989444e-09,0.1663036426
52,3,1.308396747e-06,1,5.52871132e-09,0.1664568845
53,3,1.326489853e-06,1,5.530446656e-09,0.1666102676
54,3,1.344074264e-06,1,5.532195424e-09,0.166763792
55,3,1.361166114e-06,1,5.533957596e-09,0.1669174579
56,3,1.377781725e-06,1,5.535733145e-09,0.1670712654
57,3,1.393937508e-06,1,5.537522044e-09,0.1672252146
58,3,1.409649885e-06,1,5.539324266e-09,0.1673793056
59,3,1.424935206e-06,1,5.541139784e-09,0.1675335387
60,3,1.439809701e-06,1,5.542968572e-09,0.1676879139
61,3,1.454289418e-06,1,5.544810605e-09,0.1678424313
62,3,1.468390183e-06,1,5.546665856e-09,0.1679970911
63,3,1.482127561e-06,1,5.548534301e-09,0.1681518934
64,3,1.495516825e-06,1,5.550415914e-09,0.1683068384
65,3,1.508572934e-06,1,5.55231067e-09,0.1684619261
66,3,1.521310511e-06,1,5.554218546e-09,0.1686171568
67,3,1.533743833e-06,1,5.556139517e-09,0.1687725304
68,3,1.54588681e-06,1,5.55807356e-09,0.1689280473
69,3,1.557752988e-06,1,5.56002065e-09,0.1690837074
70,3,1.569355535e-06,1,5.561980765e-09,0.169239511
71,3,1.580707246e-06,1,5.563953883e-09,0.1693954582
72,3,1.591820538e-06,1,5.565939979e-09,0.169551549
73,3,1.602707451e-06,1,5.567939032e-09,0.1697077837
74,3,1.613379661e-06,1,5.569951021e-09,0.1698641624
75,3,1.623848461e-06,1,5.571975922e-09,0.1700206851
76,3,1.634124789e-06,1,5.574013715e-09,0.1701773521
77,3,1.644219229e-06,1,5.576064379e-09,0.1703341634
78,3,1.654142012e-06,1,5.578127893e-09,0.1704911193
79,3,1.663903032e-06,1,5.580204236e-09,0.1706482197
80,3,1.673511848e-06,1,5.582293387e-09,0.170805465
81,3,1.682977696e-06,1,5.584395328e-09,0.1709628551
82,3,1.692309494e-06,1,5.586510037e-09,0.1711203902
83,3,1.701515863e-06,1,5.588637495e-09,0.1712780705
84,3,1.710605121e-06,1,5.590777684e-09,0.1714358961
85,3,1.719585289e-06,1,5.592930583e-09,0.1715938672
86,3,1.728464116e-06,1,5.595096175e-09,0.1717519838
87,3,1.737249084e-06,1,5.59727444e-09,0.171910246
88,3,1.745947424e-06,1,5.59946536e-09,0.1720686542
89,3,1.754566093e-06,1,5.601668918e-09,0.1722272083
90,3,1.763111815e-06,1,5.603885094e-09,0.1723859085
91,3,1.771591084e-06,1,5.606113873e-09,0.1725447549
92,3,1.780010166e-06,1,5.608355235e-09,0.1727037477
93,3,1.788375111e-06,1,5.610609165e-09,0.172862887
94,3,1.796691762e-06,1,5.612875645e-09,0.1730221729
95,3,1.804965758e-06,1,5.615154658e-09,0.1731816057
96,3,1.813202548e-06,1,5.617446189e-09,0.1733411853
97,3,1.821407393e-06,1,5.619750219e-09,0.173500912
98,3,1.829585376e-06,1,5.622066735e-09,0.1736607858
99,3,1.837741409e-06,1,5.624395718e-09,0.173820807
100,3,1.845880241e-06,1,5.626737155e-09,0.1739809756
101,3,1.85400646e-06,1,5.629091029e-09,0.1741412919
102,3,1.862124503e-06,1,5.631457325e-09,0.1743017558
103,3,1.870238673e-06,1,5.633836028e-09,0.1744623676
104,3,1.878353117e-06,1,5.636227122e-09,0.1746231274
105,3,1.886471849e-06,1,5.638630595e-09,0.1747840353
106,3,1.89459876e-06,1,5.641046429e-09,0.1749450915
107,3,1.902737616e-06,1,5.643474613e-09,0.1751062961
108,3,1.910892066e-06,1,5.64591513e-09,0.1752676493
109,3,1.919065647e-06,1,5.648367967e-09,0.1754291511
110,3,1.927261786e-06,1,5.650833111e-09,0.1755908018
111,3,1.935483803e-06,1,5.653310548e-09,0.1757526014
112,3,1.943734921e-06,1,5.655800263e-09,0.1759145501
113,3,1.952018268e-06,1,5.658302245e-09,0.176076648
114,3,1.960336875e-06,1,5.660816479e-09,0.1762388953
115,3,1.968693691e-06,1,5.663342953e-09,0.1764012921
116,3,1.977091581e-06,1,5.665881653e-09,0.1765638385
117,3,1.985533327e-06,1,5.668432568e-09,0.1767265348
118,3,1.994021637e-06,1,5.670995685e-09,0.1768893809
119,3,2.002559141e-06,1,5.673570991e-09,0.1770523771
120,3,2.011148397e-06,1,5.676158474e-09,0.1772155235
121,3,2.019791901e-06,1,5.678758122e-09,0.1773788202
122,3,2.028492084e-06,1,5.681369924e-09,0.1775422674
123,3,2.037251311e-06,1,5.683993867e-09,0.1777058652
124,3,2.046071893e-06,1,5.686629939e-09,0.1778696137
125,3,2.054956077e-06,1,5.689278131e-09,0.1780335132
126,3,2.063906058e-06,1,5.691938429e-09,0.1781975636
127,3,2.072923979e-06,1,5.694610824e-09,0.1783617652
128,3,2.082011932e-06,1,5.697295303e-09,0.1785261182
129,3,2.091171966e-06,1,5.699991857e-09,0.1786906226
130,3,2.10040608e-06,1,5.702700474e-09,0.1788552785
131,3,2.109716234e-06,1,5.705421144e-09,0.1790200862
132,3,2.119104347e-06,1,5.708153857e-09,0.1791850457
133,3,2.128572292e-06,1,5.710898602e-09,0.1793501573
134,3,2.138121907e-06,1,5.713655369e-09,0.179515421
135,3,2.147754995e-06,1,5.716424148e-09,0.179680837
136,3,2.157473324e-06,1,5.719204928e-09,0.1798464054
137,3,2.167278633e-06,1,5.721997702e-09,0.1800121263
138,3,2.177172628e-06,1,5.724802458e-09,0.180178
139,3,2.187156985e-06,1,5.727619188e-09,0.1803440265
140,3,2.197233352e-06,1,5.730447881e-09,0.180510206
141,3,2.207403351e-06,1,5.733288529e-09,0.1806765387
142,3,2.217668578e-06,1,5.736141123e-09,0.1808430246
143,3,2.228030605e-06,1,5.739005654e-09,0.1810096639
144,3,2.238490981e-06,1,5.741882113e-09,0.1811764567
145,3,2.249051234e-06,1,5.744770491e-09,0.1813434033
146,3,2.259712878e-06,1,5.74767078e-09,0.1815105037
147,3,2.270477395e-06,1,5.750582971e-09,0.181677758
