x,y,nx,ny,pressure,cp,cf,rho,u,v,mach,tag,cell_center_u,cell_center_v,cell_center_mach,tangential_wall_shear
-4.995066821071e-01,-1.569762988233e-02,9.995065603657e-01,3.141075907813e-02,7.224597478113e+01,1.634806705121e+00,0.000000000000e+00,1.003862279939e+00,1.760356367927e-03,-5.601544788993e-02,5.583266864603e-03,WALL,5.451830007087e-03,-5.589943865726e-02,5.595377628715e-03,0.000000000000e+00
-4.975353574357e-01,-4.703093827340e-02,9.955619646031e-01,9.410831331851e-02,7.222388971179e+01,1.590636566443e+00,0.000000000000e+00,1.003695294927e+00,1.522501491578e-02,-1.610638340671e-01,1.611855948223e-02,WALL,1.883336323768e-02,-1.607227447261e-01,1.612260396128e-02,0.000000000000e+00
-4.936004880108e-01,-7.817863703751e-02,9.876883405951e-01,1.564344650402e-01,7.215863773506e+01,1.460132612978e+00,0.000000000000e+00,1.003211960240e+00,4.104506893242e-02,-2.591483661420e-01,2.614669000441e-02,WALL,4.434168710398e-02,-2.586262331180e-01,2.614880548722e-02,0.000000000000e+00
-4.877176029643e-01,-1.090178004376e-01,9.759167619387e-01,2.181432413965e-01,7.210821844677e+01,1.359294036396e+00,0.000000000000e+00,1.002863990457e+00,7.781608575471e-02,-3.481291556424e-01,3.555430858715e-02,WALL,8.093437795184e-02,-3.474321347550e-01,3.555573487227e-02,0.000000000000e+00
-4.799099193559e-01,-1.394267203850e-01,9.602936856769e-01,2.789911060392e-01,7.204153293573e+01,1.225923014318e+00,0.000000000000e+00,1.002365664798e+00,1.244868864626e-01,-4.284866737034e-01,4.448266995400e-02,WALL,1.273563325715e-01,-4.276530225448e-01,4.448366737266e-02,0.000000000000e+00
-4.702082505459e-01,-1.692853867649e-01,9.408807689542e-01,3.387379202453e-01,7.199386968938e+01,1.130596521625e+00,0.000000000000e+00,1.002020834697e+00,1.802852148158e-01,-5.007614483319e-01,5.306679930457e-02,WALL,1.830528948106e-01,-4.997650222210e-01,5.306760981677e-02,0.000000000000e+00
-4.586508845886e-01,-1.984759610624e-01,9.177546256840e-01,3.971478906348e-01,7.194221557914e+01,1.027288301128e+00,0.000000000000e+00,1.001605990514e+00,2.453164514993e-01,-5.668928714692e-01,6.159804778172e-02,WALL,2.479891779507e-01,-5.657362794535e-01,6.159873238909e-02,0.000000000000e+00
-4.452834331275e-01,-2.268832414167e-01,8.910065241884e-01,4.539904997395e-01,7.187934906874e+01,9.015552803299e-01,0.000000000000e+00,1.001062705692e+00,3.189605504818e-01,-6.259953272173e-01,7.007365373862e-02,WALL,3.215024539335e-01,-6.247001627185e-01,7.007423143400e-02,0.000000000000e+00
-4.301586513865e-01,-2.543951172702e-01,8.607420270039e-01,5.090414157504e-01,7.180337546449e+01,7.496080718396e-01,0.000000000000e+00,1.000384005665e+00,3.999946963149e-01,-6.763540942722e-01,7.838772065756e-02,WALL,4.023574761932e-01,-6.749567501474e-01,7.838819897365e-02,0.000000000000e+00
-4.133362299692e-01,-2.809030118179e-01,8.270805742746e-01,5.620833778521e-01,7.171952986856e+01,5.819168799797e-01,0.000000000000e+00,9.996262309692e-01,4.869356656808e-01,-7.165040737283e-01,8.643844199762e-02,WALL,4.890984127019e-01,-7.150342723705e-01,8.643883577436e-02,0.000000000000e+00
