step,physical_time,inner_iterations,inner_residual_ratio,converged,initial_inner_residual,final_inner_residual
1,0.01,27,0.0009708004404,1,0.117129677,0.000113709542
2,0.02,39,0.0009791710085,1,0.01584761722,1.551752734e-05
3,0.03,30,0.0008991985498,1,0.01197401179,1.076701403e-05
4,0.04,28,0.0009949592973,1,0.01084741002,1.079273145e-05
5,0.05,28,0.0009883028769,1,0.01027718615,1.015697263e-05
6,0.06,29,0.0008275419441,1,0.009924238883,8.212723939e-06
7,0.07,29,0.0008417152298,1,0.009675453404,8.143976485e-06
8,0.08,29,0.000840569173,1,0.009479598148,7.968257975e-06
9,0.09,28,0.0009895065814,1,0.009315179065,9.217430992e-06
10,0.1,28,0.000952777723,1,0.009168207396,8.735263767e-06
11,0.11,28,0.0009078946694,1,0.009025400602,8.194113096e-06
12,0.12,28,0.0008577569664,1,0.008881522241,7.618187574e-06
13,0.13,27,0.0009660883314,1,0.008741603875,8.445161501e-06
14,0.14,27,0.000895717099,1,0.008610663538,7.712718565e-06
15,0.15,27,0.000826791218,1,0.008487560545,7.017440521e-06
16,0.16,26,0.00091538504,1,0.008369190199,7.661031504e-06
17,0.17,26,0.0008336753009,1,0.008254968027,6.881962954e-06
18,0.18,25,0.0009162147029,1,0.008145839566,7.463337977e-06
19,0.19,25,0.0008253693716,1,0.008041829658,6.637479891e-06
20,0.2,24,0.0008990753299,1,0.007942063284,7.140513167e-06
21,0.21,23,0.0009762966919,1,0.007846194042,7.660213287e-06
22,0.22,23,0.000864633293,1,0.007754410123,6.70472116e-06
23,0.23,22,0.0009278264895,1,0.007666054027,7.112767996e-06
24,0.24,21,0.0009928047933,1,0.007579119115,7.524585787e-06
25,0.25,21,0.0008730993461,1,0.00749153017,6.540850093e-06
26,0.26,20,0.0009426147037,1,0.007402359469,6.977572877e-06
27,0.27,20,0.0008380204138,1,0.007311606257,6.127275301e-06
28,0.28,19,0.0009388443124,1,0.007219478942,6.777966743e-06
29,0.29,19,0.0008603832701,1,0.007126275224,6.131327981e-06
30,0.3,19,0.0008024435393,1,0.007032700602,5.643345162e-06
31,0.31,18,0.0009846479341,1,0.006939787038,6.83324697e-06
32,0.32,18,0.0009474432057,1,0.006848370831,6.488442413e-06
33,0.33,18,0.0009173239013,1,0.006758654889,6.199875671e-06
34,0.34,18,0.0008884275849,1,0.006670069253,5.925873518e-06
35,0.35,18,0.0008580907504,1,0.006581416766,5.647452851e-06
36,0.36,18,0.000826333031,1,0.006491439302,5.364090714e-06
37,0.37,18,0.0007948539342,1,0.006399900091,5.086985766e-06
38,0.38,18,0.0007657918841,1,0.006308349105,4.830882546e-06
39,0.39,17,0.0009783922737,1,0.006219456893,6.085068571e-06
40,0.4,17,0.0009482081264,1,0.006135144841,5.817394195e-06
41,0.41,17,0.0009235516003,1,0.006055222396,5.592310334e-06
42,0.42,17,0.0009015147668,1,0.005977743545,5.389024078e-06
43,0.43,17,0.0008800144834,1,0.005900517488,5.192540849e-06
44,0.44,17,0.0008584650954,1,0.005822242783,4.998192206e-06
45,0.45,17,0.0008379034274,1,0.005742587178,4.811733478e-06
46,0.46,17,0.0008200357832,1,0.005661732702,4.642823411e-06
47,0.47,17,0.0008063502153,1,0.005580164634,4.499566954e-06
48,0.48,17,0.0007965617093,1,0.00549882095,4.380150215e-06
49,0.49,16,0.000999556182,1,0.005419119701,5.416714598e-06
50,0.5,16,0.0009873289403,1,0.005342498652,5.274803533e-06
