step,physical_time,inner_iterations,inner_residual_ratio,converged,initial_inner_residual,final_inner_residual
1,0.01,182,0.0009840087438,1,0.117129677,0.0001152566263
2,0.02,222,0.0009929702009,1,0.01583934538,1.572799797e-05
3,0.03,190,0.0009968760805,1,0.01196263794,1.192526762e-05
4,0.04,183,0.0009800965796,1,0.0108376699,1.06219632e-05
5,0.05,184,0.0009799811601,1,0.01026858678,1.006302159e-05
6,0.06,186,0.0009821644102,1,0.009916296195,9.739433204e-06
7,0.07,188,0.0009772339587,1,0.00966811968,9.448014868e-06
8,0.08,189,0.0009838576304,1,0.009472718347,9.319806227e-06
9,0.09,189,0.0009979546109,1,0.009308675579,9.289635715e-06
10,0.1,189,0.000995312788,1,0.009161966411,9.119022332e-06
11,0.11,189,0.000978813263,1,0.009019402597,8.828310886e-06
12,0.12,187,0.0009960462213,1,0.008875755009,8.840662238e-06
13,0.13,186,0.000979179631,1,0.008736063176,8.554175117e-06
14,0.14,183,0.0009962807097,1,0.008605293997,8.573288411e-06
15,0.15,181,0.0009824654908,1,0.008482355948,8.333621999e-06
16,0.16,178,0.0009828972739,1,0.008364135257,8.221085743e-06
17,0.17,174,0.0009974184123,1,0.008250039846,8.228741645e-06
18,0.18,171,0.0009851863376,1,0.008141033247,8.020434729e-06
19,0.19,167,0.0009886861237,1,0.008037129126,7.946198041e-06
20,0.2,163,0.0009883883421,1,0.0079374619,7.845294808e-06
21,0.21,159,0.0009855996753,1,0.007841684343,7.728761542e-06
22,0.22,155,0.0009814757044,1,0.007749985968,7.606422937e-06
23,0.23,150,0.0009971679966,1,0.007661707099,7.640009118e-06
24,0.24,146,0.0009950611821,1,0.007574843884,7.537433109e-06
25,0.25,142,0.0009967297187,1,0.007487324807,7.462839149e-06
26,0.26,139,0.000981593558,1,0.007398222172,7.262047225e-06
27,0.27,135,0.0009932927192,1,0.00730754002,7.258526297e-06
28,0.28,132,0.0009891118254,1,0.007215482214,7.136918784e-06
29,0.29,129,0.0009935610966,1,0.007122352104,7.076491967e-06
30,0.3,127,0.0009816710404,1,0.007028850387,6.900018872e-06
31,0.31,125,0.0009789079781,1,0.006936010056,6.789715581e-06
32,0.32,123,0.0009848021231,1,0.006844670819,6.740646354e-06
33,0.33,121,0.0009980913382,1,0.006755026763,6.742133702e-06
34,0.34,120,0.0009851072152,1,0.006666508352,6.567225477e-06
35,0.35,119,0.0009747637472,1,0.00657791986,6.411917811e-06
36,0.36,117,0.0009985601274,1,0.006488004828,6.478662928e-06
37,0.37,116,0.0009913587942,1,0.006396528786,6.341255064e-06
38,0.38,115,0.0009863142856,1,0.00630504478,6.218755738e-06
39,0.39,114,0.0009832782438,1,0.006216221487,6.112275347e-06
40,0.4,113,0.0009821587739,1,0.006131978737,6.022576718e-06
41,0.41,112,0.0009825560538,1,0.006052118169,5.946545346e-06
42,0.42,111,0.0009836643383,1,0.005974694194,5.877093611e-06
43,0.43,110,0.0009846795215,1,0.005897518406,5.807165602e-06
44,0.44,109,0.0009852747068,1,0.005819292221,5.733601437e-06
45,0.45,108,0.0009859319448,1,0.005739685111,5.658938904e-06
46,0.46,107,0.0009877444265,1,0.00565887967,5.589526854e-06
47,0.47,106,0.0009919660924,1,0.00557736131,5.532553305e-06
48,0.48,105,0.0009990154662,1,0.005496068021,5.490656956e-06
49,0.49,105,0.0009823794356,1,0.005416417396,5.320977065e-06
50,0.5,104,0.0009941490456,1,0.005339846644,5.308603445e-06
51,0.51,104,0.0009801244082,1,0.005267104184,5.162417371e-06
52,0.52,103,0.0009897205365,1,0.005197868504,5.144437204e-06
53,0.53,102,0.0009959781198,1,0.005130994646,5.1103584e-06
54,0.54,101,0.0009999570052,1,0.005065179495,5.064961719e-06
55,0.55,101,0.0009841577348,1,0.004999577438,4.920372806e-06
56,0.56,100,0.0009940039125,1,0.004934052058,4.90446705e-06
57,0.57,100,0.0009896268265,1,0.004869040832,4.818533427e-06
58,0.58,100,0.0009896186182,1,0.004805227882,4.755342977e-06
59,0.59,100,0.0009915999148,1,0.004743246518,4.703402843e-06
60,0.6,100,0.0009949977688,1,0.004683525512,4.660097435e-06
61,0.61,101,0.0009790924098,1,0.004626248222,4.52952452e-06
62,0.62,101,0.0009852191231,1,0.004571342354,4.503773905e-06
63,0.63,101,0.0009898340728,1,0.004518486684,4.472552078e-06
64,0.64,101,0.0009884511906,1,0.004467182817,4.415592174e-06
65,0.65,101,0.000976569377,1,0.004416903975,4.313413163e-06
66,0.66,100,0.0009783443504,1,0.004367250361,4.272674717e-06
67,0.67,98,0.0009916892705,1,0.004318027243,4.282141286e-06
68,0.68,96,0.0009947225679,1,0.004269234062,4.246703469e-06
69,0.69,95,0.0009827687347,1,0.004221017308,4.148283839e-06
70,0.7,94,0.000990869816,1,0.004173625947,4.135519974e-06
71,0.71,94,0.0009994235237,1,0.004127348599,4.12496928e-06
72,0.72,95,0.0009919329115,1,0.004082413432,4.049480242e-06
73,0.73,95,0.0009928783077,1,0.004038888834,4.010125111e-06
74,0.74,94,0.0009976971703,1,0.003996672876,3.987469219e-06
75,0.75,93,0.0009998519393,1,0.003955607428,3.955021758e-06
76,0.76,95,0.0009913801513,1,0.003915633181,3.881881015e-06
77,0.77,98,0.0009854691101,1,0.003876852591,3.820518473e-06
78,0.78,100,0.0009964080063,1,0.003839440234,3.825648989e-06
79,0.79,102,0.0009930079017,1,0.00380348153,3.776887214e-06
80,0.8,104,0.0009656143849,1,0.003768872257,3.639277266e-06
81,0.81,104,0.0009881932349,1,0.003735349691,3.691247295e-06
82,0.82,104,0.0009879904958,1,0.00370260289,3.658136465e-06
83,0.83,104,0.0009617276235,1,0.003670353341,3.529880196e-06
84,0.84,102,0.0009903632317,1,0.003638355237,3.603293251e-06
85,0.85,100,0.0009875447783,1,0.003606369797,3.561451662e-06
86,0.86,97,0.000988169883,1,0.003574198439,3.531915253e-06
87,0.87,93,0.0009841880628,1,0.003541779571,3.485777175e-06
88,0.88,88,0.0009872083022,1,0.003509263932,3.464374489e-06
89,0.89,86,0.0009925517601,1,0.003476975395,3.451078048e-06
90,0.9,89,0.0009929407455,1,0.00344526443,3.420943432e-06
91,0.91,93,0.0009917165246,1,0.003414354925,3.3860722e-06
92,0.92,96,0.000991231162,1,0.003384285496,3.354609245e-06
93,0.93,98,0.0009819897536,1,0.003354958172,3.294534549e-06
94,0.94,98,0.0009936927034,1,0.003326226112,3.305246617e-06
95,0.95,97,0.0009990060568,1,0.003297947635,3.294669662e-06
96,0.96,95,0.0009995638261,1,0.003269984757,3.268558475e-06
97,0.97,93,0.0009870748288,1,0.003242172189,3.200266558e-06
98,0.98,92,0.0009887950102,1,0.003214296105,3.17827995e-06
99,0.99,94,0.0009968684086,1,0.003186097811,3.176120255e-06
100,1,97,0.0009911967573,1,0.003157298208,3.129503746e-06
101,1.01,99,0.0009932515331,1,0.003127631401,3.106524684e-06
102,1.02,101,0.0009689302274,1,0.003096883541,3.000664074e-06
103,1.03,101,0.0009937914695,1,0.003064927305,3.04589861e-06
104,1.04,101,0.0009952917163,1,0.003031736413,3.017462138e-06
105,1.05,101,0.0009731052463,1,0.002997365038,2.916751644e-06
106,1.06,100,0.00096691181,1,0.002961892218,2.863888566e-06
107,1.07,98,0.0009743204116,1,0.00292535363,2.850231753e-06
108,1.08,95,0.0009907314729,1,0.00288769136,2.860926714e-06
109,1.09,92,0.0009820293098,1,0.002848742995,2.797549117e-06
110,1.1,88,0.0009801822544,1,0.002808275225,2.752621541e-06
111,1.11,84,0.0009848916187,1,0.002766049701,2.724259168e-06
112,1.12,83,0.0009859695502,1,0.002721895918,2.683706494e-06
113,1.13,85,0.0009782227308,1,0.00267575729,2.617486604e-06
114,1.14,87,0.0009880217165,1,0.002627697943,2.596222632e-06
115,1.15,89,0.0009928808437,1,0.002577881673,2.55952933e-06
116,1.16,91,0.00098613396,1,0.002526541664,2.491508537e-06
117,1.17,92,0.0009866065721,1,0.002473946087,2.440811468e-06
118,1.18,92,0.0009946603224,1,0.002420359953,2.407436011e-06
119,1.19,92,0.0009966045782,1,0.002366008464,2.357974867e-06
120,1.2,93,0.0009874290194,1,0.002311063029,2.282010701e-06
121,1.21,94,0.0009905759126,1,0.002255669636,2.234412008e-06
122,1.22,96,0.0009902948903,1,0.002200012824,2.178661458e-06
123,1.23,98,0.0009932478131,1,0.002144373841,2.129894628e-06
124,1.24,100,0.0009925952935,1,0.002089136163,2.073666723e-06
125,1.25,102,0.0009835224827,1,0.002034723392,2.001196202e-06
126,1.26,103,0.0009926782513,1,0.001981499276,1.966991236e-06
127,1.27,104,0.0009926575771,1,0.001929695526,1.915526885e-06
128,1.28,105,0.0009825949778,1,0.001879412436,1.846701221e-06
129,1.29,105,0.0009943464868,1,0.001830687157,1.820337343e-06
130,1.3,105,0.0009971560453,1,0.001783576326,1.778503915e-06
131,1.31,105,0.0009918902005,1,0.001738190033,1.724093661e-06
132,1.32,105,0.0009800931973,1,0.001694655537,1.660920363e-06
133,1.33,104,0.0009920017859,1,0.001653042041,1.639820657e-06
134,1.34,103,0.0009990727946,1,0.001613297314,1.611801456e-06
135,1.35,103,0.0009805867433,1,0.00157523672,1.544656245e-06
136,1.36,102,0.0009898719939,1,0.001538586601,1.523003787e-06
137,1.37,102,0.0009845025118,1,0.00150305557,1.479761984e-06
138,1.38,102,0.0009894999627,1,0.001468404022,1.452985725e-06
139,1.39,103,0.0009853591012,1,0.001434492734,1.413490471e-06
140,1.4,104,0.0009877796513,1,0.001401304786,1.384180353e-06
141,1.41,105,0.000993281426,1,0.001368942152,1.359744813e-06
142,1.42,106,0.0009994424189,1,0.001337597199,1.33685138e-06
143,1.43,108,0.0009831106512,1,0.001307501,1.285418159e-06
144,1.44,109,0.00098546328,1,0.001278857013,1.260266626e-06
145,1.45,110,0.0009849671671,1,0.001251776318,1.232958573e-06
146,1.46,111,0.0009818656993,1,0.001226235061,1.203998146e-06
147,1.47,111,0.0009988412517,1,0.001202068345,1.20067545e-06
148,1.48,112,0.0009911603523,1,0.001179002152,1.168580188e-06
149,1.49,113,0.0009821011666,1,0.001156709681,1.136005927e-06
150,1.5,113,0.0009945637998,1,0.00113487046,1.128701077e-06
151,1.51,114,0.0009830047019,1,0.00111321429,1.094294882e-06
152,1.52,114,0.0009940388926,1,0.001091542178,1.085035378e-06
153,1.53,115,0.0009809003396,1,0.001069727971,1.04929653e-06
154,1.54,115,0.0009907232827,1,0.001047710594,1.037991279e-06
155,1.55,115,0.0009998968436,1,0.001025485382,1.025379597e-06
156,1.56,116,0.0009840150237,1,0.001003097649,9.870631571e-07
157,1.57,116,0.0009922170035,1,0.0009806360291,9.730037424e-07
158,1.58,117,0.0009747350207,1,0.0009582215427,9.340120953e-07
159,1.59,117,0.0009824343892,1,0.0009359915329,9.195502699e-07
160,1.6,117,0.0009905187073,1,0.0009140803687,9.054137052e-07
161,1.61,117,0.0009996106404,1,0.0008926021808,8.922546375e-07
162,1.62,118,0.0009830898152,1,0.0008716405911,8.569009876e-07
163,1.63,118,0.000994646268,1,0.0008512476764,8.466903245e-07
164,1.64,119,0.0009802031329,1,0.0008314505879,8.149904711e-07
165,1.65,119,0.0009937404034,1,0.000812261401,8.071769723e-07
166,1.66,120,0.0009807503947,1,0.0007936856711,7.784075352e-07
167,1.67,120,0.0009950202698,1,0.0007757265097,7.718636009e-07
168,1.68,121,0.000982384512,1,0.0007583831617,7.450238722e-07
169,1.69,121,0.0009962387159,1,0.0007416464359,7.38856893e-07
170,1.7,122,0.0009834251438,1,0.0007254934277,7.134684784e-07
171,1.71,122,0.0009965090736,1,0.0007098848273,7.074066716e-07
172,1.72,123,0.0009836785027,1,0.0006947662405,6.834266152e-07
173,1.73,123,0.0009963502616,1,0.0006800737406,6.775916494e-07
174,1.74,124,0.0009840312275,1,0.0006657414337,6.551103602e-07
175,1.75,124,0.0009968339174,1,0.0006517091233,6.496457584e-07
176,1.76,125,0.0009851571343,1,0.0006379276566,6.28458982e-07
177,1.77,125,0.0009980081916,1,0.0006243612325,6.231176245e-07
178,1.78,126,0.0009864193644,1,0.000610986652,6.026890649e-07
179,1.79,126,0.0009988517388,1,0.000597791286,5.971048654e-07
180,1.8,127,0.0009867572183,1,0.0005847712326,5.770272348e-07
181,1.81,127,0.0009985643019,1,0.0005719308212,5.711097012e-07
182,1.82,128,0.0009860839029,1,0.0005592832143,5.515001748e-07
183,1.83,128,0.0009979845107,1,0.0005468510415,5.45748869e-07
184,1.84,129,0.0009863144873,1,0.0005346657033,5.27348529e-07
185,1.85,129,0.0009999014933,1,0.0005227645675,5.227130717e-07
186,1.86,130,0.0009905985586,1,0.0005111862275,5.063803402e-07
187,1.87,131,0.000983079633,1,0.0004999649785,4.915053876e-07
188,1.88,132,0.0009769531284,1,0.0004891261929,4.778533643e-07
189,1.89,132,0.0009955651171,1,0.0004786837471,4.765608407e-07
190,1.9,133,0.0009906198818,1,0.0004686400895,4.642441901e-07
191,1.91,134,0.0009858688151,1,0.000458988362,4.525023126e-07
192,1.92,135,0.0009804632921,1,0.000449715767,4.409298014e-07
193,1.93,135,0.0009974947841,1,0.0004408068589,4.397025425e-07
194,1.94,136,0.0009889833909,1,0.0004322459327,4.274840482e-07
195,1.95,137,0.0009790814687,1,0.0004240181211,4.151482848e-07
196,1.96,137,0.0009910291816,1,0.0004161094874,4.123766447e-07
